block_id,route_id,wheelchair_accessible,direction_id,trip_headsign,shape_id,service_id,trip_id
a_1-76-2,76,1,0,U of Manitoba,1445,4_merged_61272,6185_merged_61799
a_2-60-3,60,1,1,Downtown,1388,1,10988_merged_68671
a_3-83-1,83,1,0,Unicity,1494,2_merged_61271,14476_merged_61413
a_2-77-1,77,1,1,Kildonan Place,1448,1,11505_merged_70568
b_1-181-2,181,1,1,Downtown,1143,2_merged_61273,7966_merged_71538
b_1-71-2,71,1,1,Portage via McPhillips,1424,2_merged_61273,5555_merged_72741
a_1-55-9,55,1,0,St.Vital Centre via Meadowood,1363,4_merged_61272,4842_merged_61415
b_3-19-4,19,1,0,Red River College via Logan,1154,4_merged_61274,13158_merged_72560
b_1-72-1,72,1,0,South Point via Dalhousie,1938,2_merged_61273,5711_merged_78560
b_1-12-8,12,1,1,City Hall,943,2_merged_61273,743_merged_74260
a_1-15-13,15,1,1,Inkster Park via Church,972,4_merged_61272,1081_merged_67742
b_1-47-9,47,1,1,Balmoral Station,1331,2_merged_61273,4209
b_1-47-9,47,1,0,Transcona via Regent,1328,2_merged_61273,4202
b_1-47-9,47,1,1,Balmoral Station,1333,2_merged_61273,4201
b_1-47-9,47,1,0,Transcona via Regent,1328,2_merged_61273,4206
b_1-47-9,47,1,1,Balmoral Station,1333,2_merged_61273,4207
b_1-24-8,24,1,0,Unicity,1220,2_merged_61273,2562_merged_76895
b_1-17-11,17,1,1,Misericordia Health Centre,1083,2_merged_61273,1522_merged_79415
b_3-11-6,11,1,0,Crestview,934,4_merged_61274,12424_merged_72814
a_3-38-1,38,1,0,Templeton & McPhillips,1278,2_merged_61271,13815_merged_65779
a_1-11-11,11,1,0,Polo Park,897,4_merged_61272,364_merged_68654
a_1-66-18,66,1,0,Dieppe Loop,1406,4_merged_61272,5554_merged_66258
a_2-16-8,16,1,1,Plaza Dr via St. Vital Centre,997,1,9314_merged_65436
a_2-99-1,99,1,1,Downtown,1731,1,12161_merged_62972
b_2-79-1,79,1,1,Polo Park via Kenaston,1475,3,11196_merged_72277
a_2-20-2,20,1,1,Airport Terminal,1179,1,9768_merged_66397
a_1-66-1,66,1,0,Unicity,1402,4_merged_61272,5359_merged_64868
b_3-17-2,17,1,1,Misericordia Health Centre,1078,4_merged_61274,12915_merged_73887
b_3-11-13,11,1,1,City Hall,940,4_merged_61274,12549_merged_79021
a_2-89-2,89,1,1,Kildonan Place,1517,1,11881_merged_65540
a_2-45-1,45,1,0,Kildonan Place,1310,1,10606_merged_63453
a_2-15-3,15,1,0,Airport via Flight Road,975,1,9140_merged_67032
b_3-160-3,160,1,1,Downtown,1052,4_merged_61274,14457_merged_74849
a_1-24-17,24,1,1,Polo Park,1222,4_merged_61272,2771_merged_67024
b_2-76-1,76,1,1,St.Vital Centre,1444,3,11119_merged_78003
b_1-77-4,12,1,1,City Hall,943,2_merged_61273,6043_merged_79123
a_2-17-4,17,1,1,Misericordia Health Centre,1078,1,9410_merged_68380
a_2-99-1,99,1,1,Downtown,1731,1,12157_merged_68199
a_1-18-15,18,1,1,Tuxedo,1115,4_merged_61272,1809_merged_69467
b_1-17-4,17,1,0,Maples,1079,2_merged_61273,1439_merged_77330
a_1-75-7,75,1,1,Kildonan Place,1434,4_merged_61272,6118
a_1-75-7,75,1,0,University of Manitoba,1437,4_merged_61272,6119
a_1-75-7,75,1,0,University of Manitoba,1435,4_merged_61272,6115
b_1-77-9,77,1,1,Main & Margaret,1458,2_merged_61273,6113
b_3-60-1,60,1,1,Downtown,1388,4_merged_61274,13748_merged_76884
b_6-11-56,11,1,0,Westwood,892,17148-special,17148
b_1-99-2,99,1,1,Downtown,1578,2_merged_61273,7280
a_1-45-7,45,1,1,Downtown,1311,4_merged_61272,4192_merged_65121
a_2-66-5,66,1,0,Unicity,1402,1,11152_merged_70338
b_1-83-2,83,1,1,Grace Hospital,1490,2_merged_61273,6426_merged_75882
a_1-66-8,66,1,0,Dieppe Loop,1406,4_merged_61272,5443_merged_68593
a_2-15-4,15,1,1,Mountain & Fife,969,1,9153_merged_68646
b_1-46-13,44,1,1,Broadway via London,1301,2_merged_61273,4077_merged_78419
a_1-19-19,19,1,0,Red River College via Logan,1157,4_merged_61272,2120_merged_70201
a_1-78-1,78,1,0,U of Manitoba via Cambridge,1469,4_merged_61272,6375_merged_63591
b_1-11-12,11,1,0,Polo Park,888,2_merged_61273,389_merged_75690
b_3-29-2,29,1,0,Windermere,1238,4_merged_61274,13305_merged_71761
b_2-160-5,160,1,0,University of Manitoba,1051,3,12090_merged_78809
a_1-95-3,95,1,1,Riverview,1887,4_merged_61272,7304_merged_64147
b_1-55-2,35,1,1,City Hall,1271,2_merged_61273,4600_merged_73870
b_3-170-1,170,1,1,Downtown,1103,4_merged_61274,14500_merged_71340
a_2-43-1,43,1,1,Assiniboine,1298,1,10442_merged_63419
b_1-21-3,21,1,1,City Hall,1192,2_merged_61273,2219_merged_73513
a_2-18-5,18,1,0,Garden City Centre via Jefferson,1126,1,9523_merged_61623
b_2-17-3,17,1,0,Seven Oaks Hospital,1084,3,9019_merged_78500
a_1-51-3,51,1,1,St. Vital Centre,1352,4_merged_61272,4589
a_1-51-3,51,1,1,St. Vital Centre,1352,4_merged_61272,4585
a_1-51-3,51,1,0,U of Manitoba,1351,4_merged_61272,4584
a_1-51-3,51,1,1,St. Vital Centre,1352,4_merged_61272,4587
b_3-71-3,29,1,1,Logan,1237,4_merged_61274,13957_merged_77684
a_1-51-3,51,1,0,U of Manitoba,1351,4_merged_61272,4580
a_1-51-3,51,1,0,U of Manitoba,1351,4_merged_61272,4582
a_1-3-1,3,1,1,City Hall,2074,4_merged_61272,65_merged_69270
b_1-45-1,45,1,1,Downtown,1311,2_merged_61273,3902
a_3-18-1,18,1,0,Garden City Centre via Jefferson,1110,2_merged_61271,13364_merged_63247
a_2-21-4,21,1,0,St.Charles,1194,1,9897_merged_67975
b_1-55-22,55,1,0,St.Vital Centre via Meadowood,1363,2_merged_61273,4811_merged_75738
b_1-47-2,47,1,0,Transcona via Kildare,1330,2_merged_61273,4111_merged_79423
b_1-18-13,18,1,0,Garden City Centre via Jefferson,1106,2_merged_61273,1731_merged_76481
a_3-71-2,71,1,1,Portage via McPhillips,1424,2_merged_61271,14350
a_2-68-1,68,1,0,Grosvenor & Renfrew,1417,1,11183
a_3-71-2,71,1,1,Portage via Sinclair,1422,2_merged_61271,14352
b_6-66-52,66,1,1,Downtown,1407,18670-special,18670
a_1-24-10,24,1,1,City Hall,1219,4_merged_61272,2699_merged_66203
b_2-79-1,79,1,0,Westdale via Kenaston,1476,3,11187
a_3-71-3,71,1,1,Portage via McPhillips,1424,2_merged_61271,14356
a_3-71-3,71,1,0,WalMart via McPhillips,1421,2_merged_61271,14357
a_3-71-3,71,1,1,Portage via Sinclair,1422,2_merged_61271,14358
b_1-14-4,14,1,0,South St. Vital via Paddington,956,2_merged_61273,798_merged_71436
b_2-79-1,79,1,1,Polo Park via Kenaston,1475,3,11188
b_6-66-52,66,1,1,Downtown,1407,18678-special,18678
a_1-66-18,66,1,0,Polo Park,1400,4_merged_61272,5558_merged_63339
b_6-20-51,20,1,1,Airport Terminal,1185,17919-special,17919
b_6-20-50,20,1,1,Downtown,1187,17916-special,17916
b_6-20-50,20,1,0,Watt & Leighton,1178,17915-special,17915
b_6-20-50,20,1,1,Airport Terminal,1179,17914-special,17914
b_6-20-50,20,1,0,Watt & Leighton,1178,17913-special,17913
b_3-16-1,16,1,0,Tyndall Park via Manitoba,1005,4_merged_61274,12798_merged_71880
b_6-20-50,20,1,0,Watt & Leighton,1178,17911-special,17911
b_6-20-50,20,1,1,Airport Terminal,1179,17910-special,17910
a_2-82-1,82,1,1,Grace Hospital,1479,1,11654_merged_69066
b_2-21-5,21,1,0,St.Charles,1194,3,9542
a_2-77-5,77,1,1,Kildonan Place,1448,1,11544_merged_61281
a_1-14-4,14,1,0,South St. Vital via Paddington,956,4_merged_61272,784_merged_66933
b_2-21-5,21,1,1,City Hall,1197,3,9541
a_1-44-19,24,1,1,Portage & Tylehurst,1221,4_merged_61272,4034_merged_66996
a_2-1-1,1,1,0,The Forks,865,1,8425_merged_69640
b_2-71-3,71,1,1,Portage via Sinclair,1422,3,10905_merged_76717
a_1-66-12,66,1,0,Polo Park,1400,4_merged_61272,5504
b_1-90-8,90,1,0,Kildonan Place,1525,2_merged_61273,6779_merged_71036
b_2-55-3,55,1,1,U of Winnipeg via Meadowood,1366,3,10498_merged_74414
b_6-33-52,33,1,1,Downtown,1930,18151-special,18151
b_1-84-2,84,1,1,Fort Rouge Station,1950,2_merged_61273,6472_merged_71989
a_2-75-2,75,1,1,Kildonan Place,1434,1,11432_merged_62946
a_1-66-12,66,1,1,Downtown,1401,4_merged_61272,5503
a_2-55-3,55,1,1,U of Winnipeg via Dakota,1364,1,10891_merged_65942
b_3-17-1,17,1,0,Amber Trails,1082,4_merged_61274,12901_merged_78488
b_3-16-4,16,1,1,Southdale Centre,1002,4_merged_61274,12856_merged_71445
a_3-47-3,47,1,0,Transcona via Kildare,1330,2_merged_61271,14056_merged_62096
b_2-3-1,3,1,0,University of Winnipeg,1242,3,8128
b_2-3-1,3,1,1,City Hall,2074,3,8127
b_2-3-1,3,1,0,University of Winnipeg,1242,3,8126
b_2-3-1,3,1,1,City Hall,2074,3,8125
b_1-94-1,94,1,0,Whyte Ridge,1963,2_merged_61273,6939
b_3-66-1,66,1,0,Dieppe Loop,1406,4_merged_61274,13819_merged_75186
a_1-53-2,53,1,1,University of Winnipeg,1358,4_merged_61272,4647_merged_61312
a_1-19-3,19,1,0,Red River College via Logan,1157,4_merged_61272,1940_merged_68919
b_1-162-14,161,1,0,University of Manitoba,1054,2_merged_61273,7707
a_1-137-12,161,1,1,Downtown,1053,4_merged_61272,7704
a_1-137-12,137,1,0,St. Norbert,952,4_merged_61272,7705
b_1-162-13,170,1,1,Downtown,1097,2_merged_61273,7702
b_1-162-13,170,1,0,University of Manitoba,1098,2_merged_61273,7703
b_1-162-13,170,1,1,Downtown,1097,2_merged_61273,7700
b_1-75-7,75,1,0,University of Manitoba,1435,2_merged_61273,5937_merged_73845
b_2-89-1,89,1,0,North Transcona,1518,3,11471_merged_71747
a_1-83-3,83,1,0,Unicity,1481,4_merged_61272,6654_merged_63740
b_2-79-1,79,1,0,Westdale via Kenaston,1476,3,11185_merged_77139
b_2-160-4,160,1,0,University of Manitoba,1051,3,12045_merged_76246
b_1-99-2,99,1,0,Windermere & Pembina,1577,2_merged_61273,7269_merged_75431
a_1-14-10,14,1,0,South St. Vital via Dakota,954,4_merged_61272,862_merged_67362
a_1-71-2,71,1,0,Templeton via Sinclair,1423,4_merged_61272,5731_merged_69496
a_1-95-1,95,1,1,Riverview,1884,4_merged_61272,7273_merged_70159
b_1-163-7,163,1,1,Pembina & Univ. Cresc.,1076,2_merged_61273,7927_merged_72792
b_1-45-1,65,1,0,Westdale,1393,2_merged_61273,3903_merged_76204
b_2-83-2,83,1,0,Unicity,1484,3,11341_merged_73633
a_3-18-1,18,1,1,Assiniboine Park,1130,2_merged_61271,13361_merged_63244
b_2-74-1,78,1,1,Polo Park via Cambridge,1467,3,10997_merged_74769
b_1-17-2,17,1,0,Amber Trails,1082,2_merged_61273,1410_merged_76977
b_1-65-7,65,1,1,Downtown,1394,2_merged_61273,5179_merged_79643
b_2-11-6,11,1,0,Polo Park,888,3,8345_merged_77201
a_3-33-3,33,1,0,Maples via Jefferson,1928,2_merged_61271,13787_merged_69489
b_2-14-1,14,1,0,South St. Vital via Dakota,954,3,8561_merged_79887
a_1-11-13,11,1,0,Henderson,928,4_merged_61272,394_merged_61426
b_2-16-4,16,1,0,Tyndall Park via Burrows,1017,3,8886_merged_76255
b_2-66-4,66,1,0,Polo Park,1400,3,10750_merged_76135
b_6-17-53,17,1,1,Misericordia Health Centre,1085,17696-special,17696
b_1-15-9,15,1,0,Airport via Flight Road,975,2_merged_61273,1029_merged_78869
a_1-90-9,90,1,0,Kildonan Place,1525,4_merged_61272,7049_merged_64168
a_1-32-11,32,1,0,Riverbend,1251,4_merged_61272,3261_merged_63051
b_3-60-1,60,1,1,Downtown,1388,4_merged_61274,13768
b_2-12-1,12,1,0,Polo Park,944,3,8506_merged_75538
b_3-60-1,60,1,0,University of Manitoba,1387,4_merged_61274,13767
b_1-21-5,21,1,0,St.Charles,1194,2_merged_61273,2250_merged_74678
a_1-71-6,71,1,0,Templeton via Sinclair,1423,4_merged_61272,5793
a_1-71-6,71,1,1,Portage via McPhillips,1424,4_merged_61272,5792
a_2-99-2,99,1,1,Downtown,1578,1,12217_merged_63710
b_1-38-2,38,1,0,Templeton & McPhillips,1278,2_merged_61273,3461_merged_76472
a_1-71-6,71,1,0,Templeton via Sinclair,1423,4_merged_61272,5799
a_1-71-6,71,1,1,Portage via McPhillips,1424,4_merged_61272,5798
b_3-71-1,71,1,0,WalMart via McPhillips,1421,4_merged_61274,13898_merged_73833
a_1-12-1,12,1,1,City Hall,943,4_merged_61272,640_merged_67513
b_2-47-2,47,1,1,Balmoral Station,1331,3,10300_merged_76740
a_1-15-6,15,1,1,Inkster Park via Inkster,976,4_merged_61272,985_merged_65830
b_3-170-4,170,1,1,Downtown,1103,4_merged_61274,14573_merged_74803
b_3-66-3,66,1,0,Polo Park,1400,4_merged_61274,13876_merged_76170
b_2-84-3,84,1,0,Walmart & Kenaston,1949,3,11406
b_2-84-3,86,1,1,Fort Rouge Station,1954,3,11405
b_1-26-1,26,1,1,City Hall,1226,2_merged_61273,2675_merged_75274
b_2-51-1,51,1,0,U of Manitoba,1351,3,10402_merged_75119
a_2-74-3,78,1,1,Polo Park via Cambridge,1467,1,11400
b_1-71-8,71,1,0,WalMart via McPhillips,1421,2_merged_61273,5639_merged_80080
b_6-160-50,160,1,0,University of Manitoba,1051,19231-special,19231
b_6-160-50,160,1,1,Downtown,1052,19232-special,19232
b_6-160-51,160,1,0,University of Manitoba,1051,19235-special,19235
b_6-160-51,160,1,1,Downtown,1052,19236-special,19236
b_6-160-51,160,1,0,University of Manitoba,1051,19237-special,19237
b_6-160-51,160,1,1,Downtown,1052,19238-special,19238
b_6-160-51,160,1,0,University of Manitoba,1051,19239-special,19239
a_2-3-1,3,1,1,City Hall,2074,1,8483_merged_70679
b_1-60-7,60,1,1,Downtown,1388,2_merged_61273,5120_merged_74061
a_3-11-5,11,1,0,St. Charles,906,2_merged_61271,12790_merged_62473
b_2-21-5,21,1,1,City Hall,1189,3,9545_merged_71771
b_1-35-3,35,1,1,City Hall,1271,2_merged_61273,3369_merged_72726
a_1-11-15,11,1,1,Glenway,893,4_merged_61272,420_merged_68826
a_3-11-10,11,1,1,Glenway,917,2_merged_61271,12867_merged_67116
a_1-15-2,15,1,0,Airport via Flight Road,975,4_merged_61272,948
a_1-15-2,15,1,1,Mountain & Fife,969,4_merged_61272,949
b_2-45-2,45,1,1,Downtown,1311,3,10248_merged_74246
a_1-66-18,66,1,1,Downtown,1403,4_merged_61272,5561_merged_67586
b_1-15-1,15,1,1,Inkster Park via Church,972,2_merged_61273,943
b_1-17-12,17,1,1,Misericordia Health Centre,1083,2_merged_61273,1533_merged_76925
b_1-97-1,97,1,0,Fife,1567,2_merged_61273,7133_merged_77301
a_2-17-3,17,1,1,Misericordia Health Centre,1085,1,9401_merged_63784
b_3-11-5,11,1,0,Crestview,894,4_merged_61274,12416_merged_76542
b_1-17-16,17,1,1,Misericordia Health Centre,1083,2_merged_61273,1559_merged_75851
a_1-21-7,22,1,0,Crestview,1217,4_merged_61272,2339_merged_65618
b_1-16-7,16,1,0,Tyndall Park via Manitoba,998,2_merged_61273,1234_merged_78374
b_1-19-1,19,1,1,Windsor Park via Drake,1160,2_merged_61273,1853_merged_74028
b_3-44-1,44,1,0,Kildonan Place via Louelda,1300,4_merged_61274,13496_merged_77910
a_1-55-9,55,1,0,St.Vital Centre via Meadowood,1363,4_merged_61272,4838_merged_68701
a_1-74-2,74,1,1,Polo Park,2102,4_merged_61272,5981_merged_61287
b_3-12-1,12,1,0,Polo Park,944,4_merged_61274,12577_merged_74998
b_2-29-1,29,1,0,Windermere,1238,3,9781_merged_77479
a_1-33-4,33,1,0,Maples via Jefferson,1928,4_merged_61272,3330_merged_68945
b_2-47-5,47,1,0,Transcona via Regent,1328,3,10373_merged_71234
a_3-19-2,19,1,1,Windsor Park via Drake,1160,2_merged_61271,13500_merged_66607
b_2-162-4,162,1,1,Downtown,1057,3,12172
b_2-162-4,162,1,0,University of Manitoba,1055,3,12173
b_1-19-4,19,1,1,Windsor Park via Drake,1160,2_merged_61273,1907_merged_78990
a_2-75-1,75,1,1,Kildonan Place,1434,1,11415_merged_64095
b_2-16-6,16,1,0,Tyndall Park via Burrows,1017,3,8915_merged_70963
b_2-75-1,75,1,0,University of Manitoba,1437,3,11045_merged_74288
a_2-45-1,45,1,0,Kildonan Place,1310,1,10598_merged_63156
b_1-22-14,41,1,0,Glenway,1291,2_merged_61273,2429_merged_75879
b_3-16-6,16,1,1,Kingston Row,1014,4_merged_61274,12883_merged_76659
b_2-1-2,1,1,0,The Forks,866,3,8065_merged_76351
b_1-45-1,45,1,0,Kildonan Place,1310,2_merged_61273,3893_merged_74853
a_1-15-16,15,1,1,Inkster Park via Inkster,976,4_merged_61272,1101_merged_66964
b_2-47-1,47,1,1,Balmoral Station,1331,3,10268_merged_74592
a_1-92-2,47,1,1,Balmoral Station,1331,4_merged_61272,7095_merged_68098
b_1-12-5,12,1,1,City Hall,947,2_merged_61273,696_merged_70981
b_3-94-1,94,1,1,Walmart & Kenaston,2066,4_merged_61274,14240_merged_73068
b_1-98-4,98,1,0,Westdale,1571,2_merged_61273,7190_merged_75639
a_1-75-10,75,1,1,Kildonan Place,1434,4_merged_61272,6156_merged_65134
b_1-15-11,15,1,1,Downtown,970,2_merged_61273,1086_merged_77150
a_1-26-4,26,1,0,Polo Park,1225,4_merged_61272,2836
a_1-26-4,77,1,0,Polo Park,1446,4_merged_61272,2834
a_1-26-4,45,1,1,Downtown,1311,4_merged_61272,2832
a_3-71-3,71,1,0,Templeton via Sinclair,1423,2_merged_61271,14355
b_1-19-7,19,1,0,Red River College via Notre Dame,1161,2_merged_61273,1965_merged_76946
b_2-26-2,26,1,0,Polo Park,1225,3,9738_merged_71921
a_3-11-11,11,1,1,City Hall,940,2_merged_61271,12889_merged_67244
b_1-60-8,60,1,0,University of Manitoba,1387,2_merged_61273,5140_merged_75059
a_1-58-4,67,1,0,Westdale,1414,4_merged_61272,5028_merged_67494
a_2-21-7,21,1,0,Crestview,1196,1,9945_merged_61951
a_3-19-1,19,1,1,Windsor Park via Drake,1160,2_merged_61271,13466_merged_64118
b_2-29-2,29,1,1,Logan,1235,3,9813_merged_78733
a_1-11-19,11,1,1,Portage & Rouge,918,4_merged_61272,478_merged_63536
a_1-78-6,78,1,1,Polo Park via Cambridge,1467,4_merged_61272,6437_merged_61931
b_2-10-2,10,1,1,Wolseley-Provencher via Provencher,871,3,8199_merged_71347
b_1-56-3,53,1,1,University of Winnipeg,1358,2_merged_61273,4841_merged_72245
b_1-93-1,93,1,1,St. Vital Centre,1537,2_merged_61273,6894_merged_79016
a_1-29-12,29,1,1,Logan,1237,4_merged_61272,3043_merged_62874
a_3-18-1,18,1,0,Riverbend,1128,2_merged_61271,13358_merged_67504
a_1-44-1,44,1,0,Kildonan Place via Louelda,1300,4_merged_61272,3873_merged_64389
a_3-66-3,66,1,1,Downtown,1407,2_merged_61271,14283_merged_69314
b_1-85-2,85,1,1,Whellams loop,1952,2_merged_61273,6527_merged_78701
a_1-18-6,18,1,1,Tuxedo,1109,4_merged_61272,1699_merged_67242
a_3-24-2,24,1,1,Polo Park,1222,2_merged_61271,13635_merged_70508
b_3-20-2,20,1,0,Watt & Leighton,1178,4_merged_61274,13188_merged_78151
b_3-60-1,60,1,1,Downtown,1388,4_merged_61274,13756_merged_72033
a_2-33-3,33,1,0,Maples via Jefferson,1928,1,10303_merged_67326
a_2-15-3,15,1,0,Airport via Wellington,973,1,9138_merged_62803
b_1-18-22,18,1,0,Garden City Centre via Jefferson,1110,2_merged_61273,1840_merged_78966
b_2-76-1,76,1,0,U of Manitoba,1445,3,11114_merged_70989
a_2-16-5,16,1,0,Tyndall Park via Burrows,1044,1,9276_merged_69027
a_2-12-1,12,1,0,Polo Park,944,1,8894_merged_67064
a_1-95-1,95,1,1,Riverview,1887,4_merged_61272,7277_merged_70575
b_3-60-1,60,1,1,Downtown,1388,4_merged_61274,13754_merged_72031
a_2-21-4,21,1,1,City Hall,1197,1,9892
a_2-21-4,21,1,0,St.Charles,1194,1,9893
a_1-2-1,12,1,1,City Hall,947,4_merged_61272,45_merged_68289
b_1-18-11,18,1,1,Main & McAdam,1112,2_merged_61273,1708_merged_71287
a_1-93-2,93,1,1,St. Vital Centre,1537,4_merged_61272,7159_merged_66922
a_2-160-2,160,1,0,University of Manitoba,1051,1,12362_merged_70073
a_3-14-1,14,1,1,Ferry Road,957,2_merged_61271,12984_merged_67748
a_1-67-2,67,1,1,City Hall,1412,4_merged_61272,5575_merged_63054
a_2-10-1,10,1,0,St. Boniface via Tache,870,1,8529_merged_64104
b_1-88-2,88,1,1,Cathedral & Main,1515,2_merged_61273,6604_merged_79358
b_3-11-5,11,1,1,Glenway,905,4_merged_61274,12411_merged_76537
a_1-20-6,20,1,0,Watt & Leighton,1178,4_merged_61272,2241_merged_68023
a_2-89-1,89,1,0,North Transcona,1518,1,11838_merged_65784
a_1-43-4,43,1,0,Kildonan Place,1297,4_merged_61272,3803_merged_68992
a_2-71-4,71,1,1,Portage via Sinclair,1422,1,11306_merged_64917
b_1-160-2,160,1,1,Downtown,1052,2_merged_61273,7451_merged_76321
a_1-24-7,28,1,0,Omands Creek,1760,4_merged_61272,2653
a_1-10-1,10,1,1,Wolseley via Tache,869,4_merged_61272,116_merged_70555
a_1-33-8,33,1,1,Downtown,1930,4_merged_61272,3401
b_1-29-15,29,1,0,City Hall,1236,2_merged_61273,2975_merged_74700
a_1-33-8,33,1,0,Maples via Jefferson,1928,4_merged_61272,3402
a_1-33-8,33,1,1,Downtown,1930,4_merged_61272,3405
a_1-33-8,33,1,1,Downtown,1927,4_merged_61272,3407
b_1-36-2,54,1,1,University of Winnipeg,1361,2_merged_61273,3409
a_2-24-1,24,1,1,City Hall,1219,1,9969_merged_61634
a_1-55-12,55,1,1,U of Winnipeg via Dakota,1364,4_merged_61272,4875
a_1-55-12,55,1,0,St.Vital Centre via Meadowood,1363,4_merged_61272,4876
a_1-55-11,40,1,0,All Seasons,1288,4_merged_61272,4871
b_1-33-7,33,1,1,Downtown,1930,2_merged_61273,3256_merged_77477
b_1-58-1,64,1,1,Downtown,1390,2_merged_61273,4872
a_2-68-1,68,1,1,University of Winnipeg,1418,1,11176_merged_69012
b_1-20-1,20,1,0,Watt & Leighton,1178,2_merged_61273,2069
b_1-16-5,16,1,1,Island Lakes via Southdale Centre,999,2_merged_61273,1210_merged_78689
b_2-55-4,55,1,0,St.Vital Centre via Meadowood,1363,3,10529_merged_76079
b_2-29-1,29,1,0,City Hall,1236,3,9779_merged_71252
b_1-20-1,20,1,0,Watt & Leighton,1178,2_merged_61273,2065
b_1-20-1,20,1,1,Airport Terminal,1179,2_merged_61273,2066
b_6-55-51,55,1,0,St. Vital Centre via Dakota,1365,18479-special,18479
a_3-55-2,55,1,1,U of Winnipeg via Meadowood,1366,2_merged_61271,14117
b_6-55-51,55,1,0,St. Vital Centre via Dakota,1365,18475-special,18475
b_6-55-51,55,1,1,U of Winnipeg via Dakota,1364,18474-special,18474
a_3-55-2,55,1,0,St.Vital Centre via Meadowood,1363,2_merged_61271,14118
b_3-11-10,11,1,0,Westwood,892,4_merged_61274,12496_merged_76585
b_6-55-51,55,1,0,St. Vital Centre via Dakota,1365,18471-special,18471
b_1-19-7,19,1,0,Red River College via Logan,1157,2_merged_61273,1971_merged_73392
b_6-55-51,55,1,0,St.Vital Centre via Meadowood,1363,18473-special,18473
b_6-55-51,55,1,1,U of Winnipeg via Meadowood,1366,18472-special,18472
b_1-170-1,21,1,1,Portage & Rouge,2241,2_merged_61273,7931_merged_71613
b_1-66-2,66,1,1,Downtown,1401,2_merged_61273,5195_merged_72014
a_1-51-5,51,1,0,U of Manitoba,1351,4_merged_61272,4623_merged_62502
a_2-71-4,71,1,0,WalMart via McPhillips,1421,1,11303_merged_64914
b_1-160-2,160,1,0,University of Manitoba,1051,2_merged_61273,7454_merged_70798
a_1-17-7,78,1,0,U of Manitoba via Cambridge,1469,4_merged_61272,1511_merged_65770
b_2-45-2,45,1,1,Downtown,1311,3,10240_merged_74252
b_1-18-3,18,1,1,Tuxedo,1107,2_merged_61273,1612_merged_77976
a_1-71-4,71,1,1,Portage via McPhillips,1424,4_merged_61272,5774_merged_65467
a_2-29-2,29,1,0,Windermere,1238,1,10185_merged_61704
a_1-17-6,17,1,0,Maples,1079,4_merged_61272,1498_merged_68950
b_1-11-15,11,1,0,Polo Park,888,2_merged_61273,426_merged_78240
a_2-20-3,20,1,0,Fort & Portage,1180,1,9797_merged_63476
a_2-93-1,93,1,1,St. Vital Centre,1537,1,12026_merged_66499
b_1-59-9,68,1,1,University of Winnipeg,1418,2_merged_61273,4971_merged_78627
b_2-89-1,89,1,1,Kildonan Place,1517,3,11462_merged_76280
b_1-10-1,10,1,0,St. Boniface via Provencher,872,2_merged_61273,109_merged_75404
a_1-35-2,38,1,1,William Stephenson & Main,1281,4_merged_61272,3484_merged_69362
b_3-83-1,83,1,0,Unicity,1494,4_merged_61274,14101_merged_72546
a_1-57-2,57,1,1,University of Winnipeg,1376,4_merged_61272,4992_merged_68907
b_2-16-8,16,1,1,Selkirk & McPhillips,1016,3,8939_merged_76639
a_1-79-5,79,1,0,Westdale via Kenaston,1477,4_merged_61272,6609_merged_66702
a_1-60-8,60,1,0,University of Manitoba,1387,4_merged_61272,5251_merged_69903
a_1-93-2,93,1,0,Highbury & Southfields,1538,4_merged_61272,7130_merged_67889
b_2-160-2,160,1,0,University of Manitoba,1051,3,11977_merged_73211
a_1-20-5,20,1,0,Watt & Leighton,1178,4_merged_61272,2224_merged_69032
a_3-11-9,11,1,0,Westwood,908,2_merged_61271,12850_merged_64111
a_1-79-1,79,1,0,Westdale via Kenaston,1476,4_merged_61272,6489
a_1-55-3,46,1,1,Balmoral Station,1323,4_merged_61272,4769_merged_63251
a_2-44-3,44,1,1,Broadway via London,1301,1,10526_merged_66662
b_3-66-1,66,1,0,Dieppe Loop,1406,4_merged_61274,13811_merged_75194
b_2-17-1,17,1,0,Amber Trails,1082,3,8970_merged_77286
b_1-98-5,98,1,1,Grace Hospital,1569,2_merged_61273,7209_merged_75774
a_1-3-1,3,1,0,University of Winnipeg,1242,4_merged_61272,88_merged_70281
b_1-22-5,22,1,1,City Hall,1209,2_merged_61273,2374_merged_74367
a_1-90-1,89,1,1,Kildonan Place,1517,4_merged_61272,6972_merged_68446
a_1-55-5,55,1,0,St.Vital Centre via Meadowood,1370,4_merged_61272,4781_merged_62427
a_2-18-1,18,1,0,Riverbend,1128,1,9452_merged_67656
b_1-21-7,24,1,0,Unicity,1218,2_merged_61273,2284_merged_76711
a_1-48-8,48,1,0,North Transcona,1338,4_merged_61272,4501_merged_70319
a_2-55-3,55,1,0,St. Vital Centre via Dakota,1365,1,10880_merged_61402
b_1-183-1,183,1,1,Downtown,1145,2_merged_61273,7983_merged_75995
b_3-16-3,16,1,1,Southdale Centre,1002,4_merged_61274,12837_merged_71548
b_1-18-12,18,1,0,Riverbend,1108,2_merged_61273,1717_merged_76118
b_1-11-6,11,1,1,North Kildonan via Donwood,890,2_merged_61273,304_merged_77003
