block_id,route_id,wheelchair_accessible,direction_id,trip_headsign,shape_id,service_id,trip_id
b_2-43-1,43,1,1,Assiniboine,1298,3,10065_merged_74895
a_3-11-11,11,1,1,City Hall,940,2_merged_61271,12893_merged_62393
a_1-92-1,92,1,1,Crossroads Station,1533,4_merged_61272,7082_merged_63496
b_2-162-3,170,1,1,Downtown,1097,3,12164_merged_71809
b_1-29-15,29,1,1,Logan,1237,2_merged_61273,2982_merged_73595
a_3-55-1,55,1,0,St.Vital Centre via Meadowood,1363,2_merged_61271,14092_merged_67510
b_6-14-52,14,1,1,Ferry Road,955,17376-special,17376
a_1-109-1,91,1,1,Killarney & Pembina,1531,4_merged_61272,7609_merged_69976
b_1-55-17,55,1,1,U of Winnipeg via Dakota,1364,2_merged_61273,4762_merged_75754
a_1-11-8,11,1,1,North Kildonan via Donwood,890,4_merged_61272,334_merged_63065
b_1-16-25,16,1,1,Southdale Centre,1002,2_merged_61273,1384_merged_73301
a_1-38-4,38,1,0,Templeton & McPhillips,1278,4_merged_61272,3610_merged_67475
a_1-76-2,76,1,1,St.Vital Centre,1444,4_merged_61272,6182_merged_64591
a_3-15-4,15,1,1,Mountain & Fife,969,2_merged_61271,13154_merged_63145
a_2-11-2,11,1,1,North Kildonan via Rothesay,903,1,8650_merged_69814
b_6-94-50,94,1,0,Henlow & Scurfield,2065,19020-special,19020
b_3-66-1,66,1,0,Polo Park,1400,4_merged_61274,13829_merged_80070
a_2-83-2,83,1,1,Thompson & Ness,1483,1,11707_merged_65640
b_2-93-1,93,1,0,Highbury & Southfields,1538,3,11685_merged_74204
a_3-18-1,18,1,0,Main & Templeton,1122,2_merged_61271,13366_merged_63249
b_6-170-51,170,1,0,University of Manitoba,1098,19303-special,19303
a_3-33-3,33,1,0,Maples via Mapleglen,1929,2_merged_61271,13789_merged_69493
b_6-94-50,94,1,1,Walmart & Kenaston,2066,19023-special,19023
a_2-89-1,89,1,0,North Transcona,1518,1,11844_merged_61556
a_2-17-1,17,1,1,Misericordia Health Centre,1085,1,9356_merged_68882
b_1-90-7,90,1,1,Henderson & Whellams,1526,2_merged_61273,6769
b_1-90-7,90,1,0,Kildonan Place,1525,2_merged_61273,6768
a_1-85-4,85,1,0,Kildonan Place,1500,4_merged_61272,6761
a_1-85-4,90,1,1,Henderson & Whellams,1526,4_merged_61272,6760
a_2-18-5,18,1,1,Main & McAdam,1116,1,9526_merged_61318
b_3-77-1,77,1,1,Kildonan Place,1448,4_merged_61274,13994_merged_75682
a_1-47-17,47,1,1,Balmoral Station,1331,4_merged_61272,4434_merged_69664
b_1-14-1,14,1,0,South St. Vital via Paddington,956,2_merged_61273,754_merged_78848
a_1-15-9,15,1,0,Airport via Flight Road,977,4_merged_61272,1031_merged_64508
a_2-15-2,15,1,0,Airport via Wellington,971,1,9115_merged_63165
a_1-38-9,38,1,1,The Forks,1279,4_merged_61272,3686_merged_61662
a_1-72-5,72,1,0,South Point via Dalhousie,1938,4_merged_61272,5949_merged_70034
b_2-21-6,21,1,0,Crestview,1196,3,9556_merged_76625
b_2-77-5,77,1,0,Polo Park,1446,3,11166_merged_75503
a_2-71-4,71,1,1,Portage via Sinclair,1422,1,11324_merged_64545
b_3-16-1,16,1,0,Tyndall Park via Burrows,1003,4_merged_61274,12800_merged_79996
a_3-14-2,14,1,0,South St. Vital via Dakota,954,2_merged_61271,13002_merged_65225
a_2-84-3,86,1,0,Bridgwater,1955,1,11791
b_2-14-3,14,1,0,South St. Vital via Paddington,956,3,8601_merged_73588
a_1-10-1,10,1,0,St. Boniface via Provencher,872,4_merged_61272,115_merged_70552
b_3-43-2,43,1,0,Kildonan Place,1297,4_merged_61274,13481_merged_72540
a_1-83-1,83,1,0,Crestview & Ashern,1489,4_merged_61272,6636_merged_64751
b_3-14-1,14,1,0,South St. Vital via Paddington,956,4_merged_61274,12615_merged_75010
b_2-44-1,44,1,1,Broadway via London,1301,3,10112_merged_77276
a_1-19-6,19,1,0,Red River College via Logan,1157,4_merged_61272,1996_merged_66557
b_2-20-4,20,1,0,Watt & Leighton,1178,3,9435_merged_78131
b_1-160-2,160,1,0,University of Manitoba,1051,2_merged_61273,7466_merged_71588
a_1-22-12,22,1,1,City Hall,1209,4_merged_61272,2572_merged_62642
b_1-19-12,185,1,1,Osborne Village,1149,2_merged_61273,2007_merged_77093
a_2-19-4,19,1,1,Windsor Park via Autumnwood,1159,1,9698_merged_65349
b_3-24-1,24,1,0,Unicity,1220,4_merged_61274,13217
a_2-16-6,16,1,1,St.Vital Centre,1004,1,9287_merged_64150
a_1-84-2,84,1,1,Fort Rouge Station,1950,4_merged_61272,6709_merged_67450
a_1-44-11,44,1,0,Kildonan Place via London,1302,4_merged_61272,3969_merged_67810
a_1-60-2,60,1,1,Downtown,1388,4_merged_61272,5132_merged_68678
b_1-89-1,90,1,0,North Transcona,1521,2_merged_61273,6636_merged_74162
a_3-15-3,15,1,0,Airport via Wellington,971,2_merged_61271,13126_merged_67077
b_1-60-3,60,1,1,Downtown,1388,2_merged_61273,5049
a_2-19-2,19,1,1,Windsor Park via Autumnwood,1159,1,9660_merged_67860
b_1-180-1,64,1,1,Downtown,1390,2_merged_61273,7950_merged_72142
b_1-60-3,60,1,0,University of Manitoba,1387,2_merged_61273,5046
b_1-60-3,60,1,0,University of Manitoba,1387,2_merged_61273,5044
b_1-60-3,60,1,0,University of Manitoba,1387,2_merged_61273,5042
b_1-60-3,60,1,1,Downtown,1388,2_merged_61273,5041
a_2-44-4,44,1,1,Broadway via Louelda,1303,1,10570_merged_61537
a_1-66-12,44,1,1,Broadway via London,1301,4_merged_61272,5496_merged_68539
b_1-3-1,3,1,1,City Hall,2074,2_merged_61273,73_merged_79185
a_2-19-1,19,1,1,Windsor Park via Autumnwood,1159,1,9620_merged_68534
b_6-84-50,84,1,1,Fort Rouge Station,1950,18889-special,18889
a_3-45-1,45,1,0,Kildonan Place,1310,2_merged_61271,13969_merged_63328
b_6-84-50,84,1,1,Fort Rouge Station,1950,18885-special,18885
b_6-84-50,84,1,0,Walmart & Kenaston,1949,18886-special,18886
b_6-84-50,84,1,1,Fort Rouge Station,1950,18887-special,18887
b_6-83-50,83,1,0,Unicity,1494,18880-special,18880
b_6-83-50,83,1,1,Grace Hospital,1488,18881-special,18881
b_1-38-5,38,1,0,Templeton & McPhillips,1278,2_merged_61273,3504_merged_75267
b_2-79-1,79,1,1,Polo Park via Kenaston,1474,3,11222_merged_72317
a_1-71-3,71,1,0,WalMart via McPhillips,1421,4_merged_61272,5745_merged_64908
a_1-42-1,29,1,1,Logan,1235,4_merged_61272,3739_merged_65315
b_1-12-2,18,1,0,Garden City Centre via Jefferson,1110,2_merged_61273,636_merged_71808
a_3-11-14,11,1,0,Polo Park,939,2_merged_61271,12924_merged_68760
a_1-26-5,26,1,1,City Hall,1226,4_merged_61272,2852_merged_68939
b_2-18-9,18,1,1,Tuxedo,1107,3,9212_merged_79476
a_1-42-5,42,1,0,Lakeside Meadows,1295,4_merged_61272,3762_merged_70519
a_2-47-4,47,1,1,Balmoral Station,1333,1,10731_merged_70044
a_1-47-7,48,1,1,Balmoral Station,1339,4_merged_61272,4316_merged_64872
b_6-75-51,75,1,0,University of Manitoba,1437,18778-special,18778
b_6-75-51,75,1,1,Kildonan Place,1434,18779-special,18779
b_6-75-51,75,1,1,Kildonan Place,1434,18773-special,18773
b_6-75-50,75,1,1,Kildonan Place,1434,18770-special,18770
b_6-75-51,75,1,0,University of Manitoba,1437,18776-special,18776
b_6-75-51,75,1,1,Kildonan Place,1434,18777-special,18777
b_6-75-51,75,1,0,University of Manitoba,1437,18774-special,18774
b_6-75-51,75,1,1,Kildonan Place,1434,18775-special,18775
b_2-21-1,21,1,0,Westwood,1193,3,9457_merged_77064
a_2-29-3,29,1,0,Windermere,1238,1,10211_merged_68768
b_2-15-1,15,1,1,Mountain & Fife,969,3,8721_merged_76153
b_2-18-2,18,1,1,Assiniboine Park,1125,3,9082_merged_75260
a_3-71-1,71,1,1,Portage via Sinclair,1422,2_merged_61271,14323_merged_65014
b_1-11-8,28,1,1,City Hall,1231,2_merged_61273,329_merged_77390
b_1-11-23,11,1,1,Glenway,924,2_merged_61273,526_merged_78369
b_1-10-7,10,1,1,Wolseley-Provencher via Provencher,871,2_merged_61273,218_merged_71711
a_1-44-10,44,1,0,Kildonan Place via Louelda,1300,4_merged_61272,3957_merged_62920
a_2-15-1,15,1,0,Airport via Wellington,971,1,9100_merged_62233
b_2-89-2,89,1,0,North Transcona,1518,3,11511_merged_74536
a_1-17-2,17,1,1,Misericordia Health Centre,1085,4_merged_61272,1449_merged_62406
b_1-33-2,33,1,1,Downtown,1927,2_merged_61273,3176_merged_75305
b_1-68-1,68,1,0,Grosvenor & Renfrew,1417,2_merged_61273,5454_merged_78844
b_1-20-4,20,1,1,Airport Terminal,1179,2_merged_61273,2101_merged_79316
b_2-24-2,24,1,0,Unicity,1218,3,9619_merged_77825
a_1-14-12,14,1,1,Ferry Road,955,4_merged_61272,891_merged_69932
a_2-12-2,12,1,0,Polo Park,944,1,8915_merged_61552
a_2-10-1,10,1,0,St. Boniface via Tache,870,1,8525_merged_61732
a_1-17-7,77,1,0,Polo Park,1454,4_merged_61272,1510_merged_65771
a_1-162-19,162,1,1,Downtown,1059,4_merged_61272,8040
a_3-1-1,1,1,0,The Forks,866,2_merged_61271,12596
a_3-1-1,2,1,0,Downtown Spirit-counterclockwise,1175,2_merged_61271,12597
a_2-18-10,18,1,1,Tuxedo,1115,1,9608_merged_68886
b_2-82-1,82,1,1,Grace Hospital,1479,3,11273_merged_76690
a_3-1-1,1,1,0,The Forks,866,2_merged_61271,12598
a_3-19-1,19,1,0,Red River College via Notre Dame,1161,2_merged_61271,13481_merged_63129
b_3-11-10,11,1,1,Glenway,893,4_merged_61274,12503_merged_79246
a_1-90-1,89,1,0,North Transcona,1518,4_merged_61272,6979_merged_68454
a_2-95-2,95,1,0,Pan Am Pool,1908,1,12109_merged_61353
a_1-18-16,18,1,0,Riverbend,1111,4_merged_61272,1831_merged_64282
a_1-87-1,87,1,0,South Transcona,1511,4_merged_61272,6827_merged_65697
a_3-45-2,45,1,0,Munroe & Prevette,1317,2_merged_61271,13997_merged_66268
b_1-60-2,60,1,1,Downtown,1388,2_merged_61273,5019_merged_71754
a_1-18-11,18,1,1,Tuxedo,1107,4_merged_61272,1771_merged_66424
a_1-29-10,29,1,1,Logan,1235,4_merged_61272,3006_merged_62206
a_2-21-1,11,1,1,Glenway,917,1,9840_merged_65411
a_1-46-2,162,1,0,University of Manitoba,1055,4_merged_61272,4218_merged_67466
b_2-99-2,99,1,0,Windermere & Pembina,1577,3,11834_merged_71411
b_1-18-5,18,1,0,Riverbend,1108,2_merged_61273,1625_merged_73047
a_3-16-5,16,1,1,St.Vital Centre,1004,2_merged_61271,13246_merged_68930
b_2-77-4,77,1,0,Polo Park,1446,3,11156_merged_79746
b_2-75-2,75,1,0,University of Manitoba,1437,3,11056_merged_79214
b_1-15-10,15,1,0,Airport via Wellington,971,2_merged_61273,1052_merged_73671
b_2-162-2,170,1,1,Downtown,1097,3,12135_merged_76783
a_2-16-1,16,1,1,Island Lakes via Southdale Centre,1011,1,9210_merged_70067
a_1-75-8,74,1,1,Polo Park,2103,4_merged_61272,6145_merged_67103
b_3-44-3,44,1,1,Broadway via Louelda,1303,4_merged_61274,13561_merged_75044
a_1-86-2,84,1,0,Walmart & Kenaston,1949,4_merged_61272,6817_merged_61532
b_2-83-2,83,1,0,Unicity,1484,3,11345_merged_73631
a_1-79-2,67,1,1,City Hall,1415,4_merged_61272,6519_merged_64038
a_2-17-4,17,1,0,Maples,1079,1,9407_merged_63785
b_1-78-9,78,1,1,Polo Park via Cambridge,1467,2_merged_61273,6266_merged_76447
a_2-10-2,10,1,1,Wolseley,873,1,8539_merged_66238
b_1-68-3,68,1,0,Grosvenor & Renfrew,1420,2_merged_61273,5499_merged_73738
b_1-10-1,10,1,1,Wolseley via Tache,869,2_merged_61273,106_merged_75408
b_2-45-1,45,1,0,Kildonan Place,1310,3,10225_merged_73899
b_2-162-2,162,1,1,Downtown,1059,3,12117_merged_78283
b_3-47-2,47,1,0,Transcona via Kildare,1330,4_merged_61274,13645
b_3-47-2,47,1,1,Balmoral Station,1333,4_merged_61274,13644
a_1-12-1,12,1,0,Polo Park,944,4_merged_61272,641_merged_67512
b_1-90-1,90,1,1,Henderson & Whellams,1522,2_merged_61273,6698_merged_78260
b_3-20-1,20,1,1,Downtown,1187,4_merged_61274,13178_merged_72262
a_1-94-2,94,1,0,Whyte Ridge,1969,4_merged_61272,7250_merged_70265
a_3-29-1,29,1,0,Windermere,1238,2_merged_61271,13649
b_2-20-2,20,1,1,Airport Terminal,1179,3,9383_merged_75338
b_1-18-7,18,1,0,Garden City Centre via Jefferson,1110,2_merged_61273,1667_merged_72420
b_6-94-50,94,1,0,Henlow & Scurfield,2065,19028-special,19028
b_6-94-50,94,1,1,Walmart & Kenaston,2066,19025-special,19025
b_6-94-50,94,1,0,Henlow & Scurfield,2065,19024-special,19024
b_6-94-50,94,1,1,Walmart & Kenaston,2066,19027-special,19027
b_6-94-50,94,1,0,Henlow & Scurfield,2065,19026-special,19026
b_6-94-50,94,1,1,Walmart & Kenaston,2066,19021-special,19021
b_1-98-5,98,1,0,Unicity,1570,2_merged_61273,7208_merged_75775
a_1-71-7,71,1,1,Portage via Sinclair,1422,4_merged_61272,5816
a_1-71-7,71,1,0,Templeton via Sinclair,1423,4_merged_61272,5817
b_1-45-9,45,1,0,Kildonan Place,1310,2_merged_61273,3984_merged_77567
b_6-14-51,14,1,0,South St. Vital via Paddington,956,17348-special,17348
b_6-14-51,14,1,1,Ferry Road,957,17349-special,17349
b_6-14-51,14,1,1,Ferry Road,953,17347-special,17347
b_1-10-2,10,1,1,Downtown via Provencher,874,2_merged_61273,147_merged_76028
b_6-14-50,14,1,1,Downtown,965,17342-special,17342
b_6-14-50,14,1,1,Ferry Road,955,17340-special,17340
b_6-14-50,14,1,0,South St. Vital via Dakota,954,17341-special,17341
b_2-51-2,51,1,1,St. Vital Centre,1352,3,10417_merged_75823
a_1-94-2,94,1,0,Whyte Ridge,1967,4_merged_61272,7224_merged_63907
b_2-55-2,55,1,1,U of Winnipeg via Dakota,1364,3,10482_merged_79337
a_1-19-5,19,1,0,Red River College via Logan,1157,4_merged_61272,1970_merged_68553
b_3-19-2,19,1,0,Red River College via Notre Dame,1162,4_merged_61274,13120_merged_76494
a_1-72-1,72,1,0,South Point via Dalhousie,1938,4_merged_61272,5872_merged_66289
b_1-15-11,50,1,0,Sage Creek,1344,2_merged_61273,1063_merged_79524
a_3-90-1,90,1,0,Kildonan Place,1525,2_merged_61271,14576_merged_65226
b_1-21-1,21,1,0,Grace Hospital,1190,2_merged_61273,2179_merged_74042
b_1-94-2,94,1,0,Whyte Ridge,1968,2_merged_61273,6973_merged_77858
a_2-68-2,68,1,0,Grosvenor & Renfrew,1417,1,11197_merged_62865
a_2-18-4,18,1,0,Riverbend,1108,1,9504_merged_61657
b_1-79-4,79,1,1,Polo Park via Kenaston,1474,2_merged_61273,6358_merged_73350
a_3-44-3,44,1,0,Kildonan Place via London,1309,2_merged_61271,13931_merged_67263
b_1-10-1,10,1,1,Wolseley via Tache,869,2_merged_61273,120_merged_75061
a_1-162-10,162,1,1,Downtown,1059,4_merged_61272,7956
a_1-162-10,162,1,1,Downtown,1057,4_merged_61272,7954
a_1-89-2,89,1,0,North Transcona,1520,4_merged_61272,6949_merged_63510
b_2-18-7,18,1,1,Tuxedo,1109,3,9164
b_3-14-1,14,1,1,Ferry Road,957,4_merged_61274,12606_merged_79909
a_2-66-6,66,1,0,Dieppe Loop,1406,1,11168_merged_62070
b_2-66-2,66,1,1,Downtown,1401,3,10695
b_2-66-2,66,1,0,Polo Park,1400,3,10694
a_2-15-4,15,1,0,Airport via Wellington,973,1,9162
a_2-15-4,15,1,1,Mountain & Fife,974,1,9163
b_2-38-1,38,1,1,William Stephenson & Main,1281,3,9993_merged_78222
b_6-10-50,10,1,1,Wolseley-Provencher via Provencher,871,16968-special,16968
b_6-10-50,10,1,0,St. Boniface via Tache,870,16961-special,16961
b_6-10-50,10,1,1,Wolseley-Provencher via Provencher,871,16960-special,16960
b_6-10-50,10,1,0,St. Boniface via Tache,870,16963-special,16963
b_6-10-50,10,1,1,Wolseley-Provencher via Provencher,871,16962-special,16962
b_6-10-50,10,1,0,St. Boniface via Tache,870,16965-special,16965
b_6-10-50,10,1,1,Wolseley-Provencher via Provencher,871,16964-special,16964
b_6-10-50,10,1,0,St. Boniface via Tache,870,16967-special,16967
b_6-10-50,10,1,1,Wolseley-Provencher via Provencher,871,16966-special,16966
a_1-11-4,67,1,1,City Hall,1412,4_merged_61272,304_merged_67592
b_3-10-1,10,1,0,St. Boniface via Tache,870,4_merged_61274,12278
b_3-10-1,10,1,1,Wolseley-Provencher via Provencher,871,4_merged_61274,12271
b_3-10-1,10,1,0,St. Boniface via Tache,870,4_merged_61274,12270
b_3-10-1,10,1,1,Wolseley-Provencher via Provencher,871,4_merged_61274,12273
b_3-10-1,10,1,0,St. Boniface via Tache,870,4_merged_61274,12272
b_3-10-1,10,1,1,Wolseley-Provencher via Provencher,871,4_merged_61274,12275
b_3-10-1,10,1,0,St. Boniface via Tache,870,4_merged_61274,12274
b_3-10-1,10,1,1,Wolseley-Provencher via Provencher,871,4_merged_61274,12277
b_3-10-1,10,1,0,St. Boniface via Tache,870,4_merged_61274,12276
b_2-55-4,55,1,1,U of Winnipeg via Dakota,1364,3,10524
b_2-55-4,55,1,0,St.Vital Centre via Meadowood,1363,3,10523
b_2-71-3,71,1,1,Portage via Sinclair,1422,3,10907_merged_76719
b_1-33-7,33,1,0,Maples via Mapleglen,1929,2_merged_61273,3255_merged_78984
a_2-14-7,14,1,0,South St. Vital via Paddington,956,1,9054_merged_69760
b_2-24-2,24,1,0,Unicity,1218,3,9621_merged_77944
a_1-16-17,29,1,1,Logan,1237,4_merged_61272,1303_merged_62565
a_2-12-1,12,1,1,City Hall,943,1,8875
a_2-12-1,12,1,0,Polo Park,944,1,8874
b_1-48-4,48,1,1,Balmoral Station,1339,2_merged_61273,4363_merged_78875
a_2-94-1,94,1,0,Henlow & Scurfield,2065,1,12048_merged_66837
b_2-77-1,77,1,0,Polo Park,1446,3,11129_merged_76143
a_2-55-4,55,1,0,St.Vital Centre via Meadowood,1363,1,10900_merged_67311
a_3-33-3,33,1,0,Maples via Mapleglen,1929,2_merged_61271,13781_merged_69487
a_1-83-1,83,1,1,Thompson & Ness,1483,4_merged_61272,6617_merged_70163
a_1-45-6,181,1,0,Whyte Ridge,1141,4_merged_61272,4186_merged_61980
b_3-99-1,99,1,0,Windermere & Pembina,1577,4_merged_61274,14326_merged_74412
b_3-38-1,38,1,1,The Forks,1279,4_merged_61274,13420_merged_74201
a_1-47-11,47,1,1,Balmoral Station,1331,4_merged_61272,4389_merged_68463
b_2-21-2,11,1,0,Crestview,894,3,9486_merged_71906
b_3-16-5,16,1,1,St.Vital Centre,1004,4_merged_61274,12875_merged_71457
b_2-12-1,12,1,0,Polo Park,944,3,8502_merged_71458
a_2-29-3,29,1,0,City Hall,1236,1,10229_merged_62201
b_6-11-53,11,1,1,North Kildonan via Donwood,916,17085-special,17085
a_2-12-2,12,1,1,City Hall,943,1,8920_merged_62684
b_6-11-53,11,1,1,North Kildonan via Donwood,898,17089-special,17089
a_1-68-5,68,1,1,Stradbrook & Osborne,1419,4_merged_61272,5684_merged_65116
b_6-11-53,11,1,0,Westwood,908,17088-special,17088
b_3-11-11,11,1,0,Polo Park,939,4_merged_61274,12520_merged_72994
a_1-99-2,99,1,0,Windermere & Pembina,1577,4_merged_61272,7532_merged_67511
a_1-29-11,29,1,1,Logan,1235,4_merged_61272,3021_merged_61896
b_2-14-7,14,1,1,Ferry Road,957,3,8674_merged_78892
b_3-12-1,12,1,1,City Hall,943,4_merged_61274,12572_merged_74993
b_1-75-2,75,1,1,Kildonan Place,1436,2_merged_61273,5893_merged_77367
b_2-11-12,11,1,1,North Kildonan via Rothesay,903,3,8435_merged_74496
a_1-44-25,44,1,0,Kildonan Place via London,1302,4_merged_61272,4095_merged_66911
a_3-12-1,12,1,0,Polo Park,944,2_merged_61271,12941_merged_68429
b_1-160-2,160,1,0,University of Manitoba,1051,2_merged_61273,7452_merged_70800
b_3-19-3,19,1,1,Windsor Park via Autumnwood,1156,4_merged_61274,13141_merged_77468
b_3-19-2,19,1,1,Windsor Park via Autumnwood,1156,4_merged_61274,13115_merged_71957
a_3-66-3,66,1,0,Polo Park,1400,2_merged_61271,14288_merged_69328
a_2-162-1,162,1,1,Downtown,1059,1,12481_merged_62243
a_1-1-1,95,1,1,Riverview,2219,4_merged_61272,11
b_1-1-2,1,1,0,The Forks,866,2_merged_61273,13
b_1-1-2,1,1,0,The Forks,866,2_merged_61273,14
b_2-24-4,24,1,1,Polo Park,1222,3,9663_merged_77268
a_3-60-2,60,1,0,University of Manitoba,1387,2_merged_61271,14194_merged_66716
a_1-21-13,84,1,0,Walmart & Kenaston,1949,4_merged_61272,2446_merged_63577
a_1-78-7,78,1,0,U of Manitoba via Cambridge,1469,4_merged_61272,6446_merged_67420
a_2-71-3,71,1,0,WalMart via McPhillips,1421,1,11267_merged_62440
b_2-92-1,92,1,1,Crossroads Station,1533,3,11651_merged_78474
b_3-99-1,99,1,1,Downtown,1578,4_merged_61274,14309_merged_71623
b_3-79-1,79,1,0,Westdale via Kenaston,1476,4_merged_61274,14046_merged_74046
b_3-11-10,11,1,1,Glenway,917,4_merged_61274,12501_merged_79248
a_1-16-26,16,1,0,Tyndall Park via Burrows,1017,4_merged_61272,1384_merged_63890
a_1-10-3,10,1,0,St. Boniface via Tache,875,4_merged_61272,168_merged_66331
a_1-55-9,55,1,1,U of Winnipeg via Meadowood,1366,4_merged_61272,4841_merged_62834
b_3-83-1,83,1,1,Grace Hospital,1488,4_merged_61274,14096_merged_77957
a_1-44-21,44,1,0,Kildonan Place via London,1302,4_merged_61272,4054_merged_70469
b_6-92-50,92,1,0,Lakeside Meadows,1534,18978-special,18978
b_1-43-3,43,1,1,Assiniboine,1298,2_merged_61273,3628_merged_72634
b_6-92-50,92,1,1,Crossroads Station,1533,18979-special,18979
a_2-19-4,19,1,0,Red River College via Logan,1157,1,9699_merged_65350
a_2-20-2,20,1,0,Watt & Leighton,1178,1,9759_merged_61539
b_1-60-8,60,1,1,Downtown,1388,2_merged_61273,5139_merged_73441
a_2-94-1,94,1,1,Walmart & Kenaston,2066,1,12049_merged_66838
a_2-11-6,11,1,0,Polo Park,888,1,8713_merged_61583
b_1-68-5,59,1,1,University of Winnipeg,1384,2_merged_61273,5513_merged_73431
b_2-55-2,55,1,0,St.Vital Centre via Meadowood,1363,3,10469_merged_70909
b_1-78-9,78,1,0,U of Manitoba via Cambridge,1469,2_merged_61273,6269_merged_76456
a_1-21-3,31,1,1,City Hall,1248,4_merged_61272,2273_merged_63763
b_1-19-12,185,1,0,University of Manitoba,1148,2_merged_61273,2008_merged_77095
b_2-162-2,170,1,0,University of Manitoba,1098,3,12134_merged_77926
a_1-22-15,22,1,0,Westwood,1204,4_merged_61272,2591_merged_69703
a_1-75-10,75,1,0,University of Manitoba,1435,4_merged_61272,6157_merged_66115
b_6-92-50,92,1,1,Crossroads Station,1533,18975-special,18975
b_6-92-50,92,1,1,Crossroads Station,1533,18977-special,18977
b_1-46-14,46,1,1,Plessis & Regent,1325,2_merged_61273,4082_merged_73946
b_3-99-1,99,1,0,Windermere & Pembina,1577,4_merged_61274,14328_merged_71302
a_1-60-4,60,1,0,University of Manitoba,1387,4_merged_61272,5172_merged_70228
a_3-66-2,66,1,0,Dieppe Loop,1406,2_merged_61271,14256_merged_68259
a_1-14-8,14,1,0,South St. Vital via Paddington,956,4_merged_61272,842_merged_67060
b_2-18-1,18,1,0,Garden City Centre via Jefferson,1126,3,9070_merged_79494
b_2-15-2,15,1,0,Airport via Wellington,971,3,8751_merged_79721
a_3-19-1,19,1,0,Red River College via Logan,1154,2_merged_61271,13465_merged_64119
a_2-47-1,47,1,1,Balmoral Station,1333,1,10643_merged_70658
b_3-17-4,17,1,0,Seven Oaks Hospital,1084,4_merged_61274,12963_merged_77505
a_2-24-2,24,1,1,City Hall,1219,1,9991_merged_68809
b_2-90-2,90,1,0,Kildonan Place,1525,3,11560_merged_71019
a_1-14-7,14,1,0,South St. Vital via Paddington,956,4_merged_61272,826_merged_66692
a_2-15-1,15,1,1,Mountain & Fife,969,1,9099_merged_70407
b_1-18-11,18,1,1,Tuxedo,1107,2_merged_61273,1702_merged_71283
b_3-11-3,11,1,1,North Kildonan via Rothesay,907,4_merged_61274,12378_merged_74911
a_3-11-5,11,1,1,North Kildonan via Rothesay,907,2_merged_61271,12783_merged_67014
a_1-88-1,88,1,0,Fife,1513,4_merged_61272,6872_merged_69954
a_3-11-11,11,1,0,Polo Park,939,2_merged_61271,12886_merged_67245
b_1-47-11,47,1,1,Balmoral Station,1331,2_merged_61273,4256_merged_76144
a_2-162-1,162,1,1,Downtown,1059,1,12473_merged_66233
a_1-160-7,160,1,1,Downtown,1052,4_merged_61272,7861_merged_63582
b_3-11-14,11,1,1,City Hall,940,4_merged_61274,12555_merged_77492
a_1-3-1,3,1,0,University of Winnipeg,1242,4_merged_61272,80_merged_70286
b_2-21-2,21,1,0,Westwood,1193,3,9470_merged_77417
a_1-33-1,33,1,1,Downtown,1927,4_merged_61272,3312_merged_69258
b_1-14-3,14,1,0,South St. Vital via Paddington,956,2_merged_61273,786
b_2-19-2,19,1,1,Windsor Park via Drake,1153,3,9273_merged_79799
a_1-14-4,14,1,0,South St. Vital via Paddington,956,4_merged_61272,780
b_3-33-3,33,1,1,Downtown,1927,4_merged_61274,13392_merged_74938
a_1-26-5,26,1,0,Polo Park,1225,4_merged_61272,2849_merged_63994
b_6-60-52,60,1,0,University of Manitoba,1387,18574-special,18574
b_6-60-52,60,1,1,Downtown,1388,18575-special,18575
b_6-60-52,60,1,0,University of Manitoba,1387,18576-special,18576
b_6-60-52,60,1,1,Downtown,1388,18577-special,18577
b_6-60-52,60,1,1,Downtown,1388,18571-special,18571
b_6-60-52,60,1,0,University of Manitoba,1387,18572-special,18572
a_1-66-6,90,1,0,Kildonan Place,1525,4_merged_61272,5407_merged_65135
a_1-11-10,11,1,1,North Kildonan via Rothesay,896,4_merged_61272,347_merged_68314
b_6-60-52,60,1,0,University of Manitoba,1387,18578-special,18578
b_6-60-52,60,1,1,Downtown,1388,18579-special,18579
b_1-60-8,60,1,1,Downtown,1388,2_merged_61273,5143_merged_75058
a_2-160-2,160,1,1,Downtown,1052,1,12353_merged_67908
a_2-84-2,84,1,1,Fort Rouge Station,1950,1,11758_merged_61475
a_3-20-1,20,1,1,Airport Terminal,1179,2_merged_61271,13549_merged_65980
a_3-66-1,66,1,1,Downtown,1407,2_merged_61271,14231_merged_69247
a_2-21-5,21,1,0,Crestview,1196,1,9905_merged_62608
b_1-20-2,20,1,0,Watt & Leighton,1178,2_merged_61273,2075_merged_72870
a_2-60-4,60,1,1,Downtown,1388,1,11009_merged_64208
a_1-22-3,22,1,0,Westwood,1204,4_merged_61272,2512_merged_61670
b_2-91-1,91,1,1,Killarney & Pembina,1531,3,11580_merged_78104
b_1-24-3,24,1,0,Unicity,1218,2_merged_61273,2505_merged_75924
a_1-26-1,77,1,0,Polo Park,1446,4_merged_61272,2814_merged_65594
a_2-19-1,19,1,1,Windsor Park via Drake,1153,1,9632_merged_63611
a_2-20-4,20,1,1,Airport Terminal,1179,1,9801_merged_64738
a_1-32-7,32,1,0,Leila,1249,4_merged_61272,3236_merged_67525
