service_id,date,exception_type
17517-special,20190701,1
17371-special,20190701,1
16977-special,20190701,1
18673-special,20190701,1
17946-special,20190701,1
18586-special,20190701,1
18105-special,20190701,1
17879-special,20190701,1
18817-special,20190701,1
18390-special,20190701,1
18311-special,20190701,1
18219-special,20190701,1
17727-special,20190701,1
18132-special,20190701,1
17716-special,20190701,1
17632-special,20190701,1
19170-special,20190701,1
17584-special,20190701,1
17611-special,20190701,1
17450-special,20190701,1
17700-special,20190701,1
17342-special,20190701,1
18773-special,20190701,1
17738-special,20190701,1
18986-special,20190701,1
18814-special,20190701,1
18261-special,20190701,1
17917-special,20190701,1
18296-special,20190701,1
19106-special,20190701,1
17303-special,20190701,1
17010-special,20190701,1
17369-special,20190701,1
18258-special,20190701,1
19181-special,20190701,1
18088-special,20190701,1
17501-special,20190701,1
17789-special,20190701,1
18842-special,20190701,1
17217-special,20190701,1
19345-special,20190701,1
18331-special,20190701,1
19340-special,20190701,1
16955-special,20190701,1
18251-special,20190701,1
18135-special,20190701,1
18340-special,20190701,1
18161-special,20190701,1
18999-special,20190701,1
16952-special,20190701,1
17334-special,20190701,1
17120-special,20190701,1
18246-special,20190701,1
17006-special,20190701,1
17698-special,20190701,1
17406-special,20190701,1
18280-special,20190701,1
18252-special,20190701,1
19217-special,20190701,1
17851-special,20190701,1
18322-special,20190701,1
17419-special,20190701,1
19034-special,20190701,1
17157-special,20190701,1
17754-special,20190701,1
18491-special,20190701,1
19325-special,20190701,1
17974-special,20190701,1
17183-special,20190701,1
18963-special,20190701,1
18961-special,20190701,1
17316-special,20190701,1
19071-special,20190701,1
17173-special,20190701,1
19290-special,20190701,1
17345-special,20190701,1
18485-special,20190701,1
19229-special,20190701,1
19025-special,20190701,1
18421-special,20190701,1
17659-special,20190701,1
19057-special,20190701,1
19281-special,20190701,1
17109-special,20190701,1
17205-special,20190701,1
19212-special,20190701,1
17167-special,20190701,1
19255-special,20190701,1
17926-special,20190701,1
17721-special,20190701,1
18626-special,20190701,1
18881-special,20190701,1
18042-special,20190701,1
17401-special,20190701,1
17384-special,20190701,1
17742-special,20190701,1
18709-special,20190701,1
4_merged_61274,20190805,1
17963-special,20190701,1
18769-special,20190701,1
18830-special,20190701,1
17796-special,20190701,1
17431-special,20190701,1
18266-special,20190701,1
19251-special,20190701,1
19078-special,20190701,1
17500-special,20190701,1
18684-special,20190701,1
19330-special,20190701,1
18576-special,20190701,1
17278-special,20190701,1
19329-special,20190701,1
17199-special,20190701,1
17488-special,20190701,1
17436-special,20190701,1
19077-special,20190701,1
18176-special,20190701,1
18907-special,20190701,1
17504-special,20190701,1
17281-special,20190701,1
18129-special,20190701,1
17919-special,20190701,1
18188-special,20190701,1
17269-special,20190701,1
17650-special,20190701,1
18792-special,20190701,1
18557-special,20190701,1
17313-special,20190701,1
18880-special,20190701,1
18023-special,20190701,1
17909-special,20190701,1
17949-special,20190701,1
17187-special,20190701,1
17383-special,20190701,1
18585-special,20190701,1
19107-special,20190701,1
17609-special,20190701,1
18024-special,20190701,1
17307-special,20190701,1
18436-special,20190701,1
18019-special,20190701,1
18119-special,20190701,1
18013-special,20190701,1
18612-special,20190701,1
17324-special,20190701,1
18484-special,20190701,1
17466-special,20190701,1
17440-special,20190701,1
18032-special,20190701,1
18122-special,20190701,1
18402-special,20190701,1
18750-special,20190701,1
17013-special,20190701,1
18865-special,20190701,1
18863-special,20190701,1
18480-special,20190701,1
18632-special,20190701,1
17590-special,20190701,1
17874-special,20190701,1
17181-special,20190701,1
18950-special,20190701,1
18417-special,20190701,1
17633-special,20190701,1
18941-special,20190701,1
17288-special,20190701,1
18648-special,20190701,1
18995-special,20190701,1
17188-special,20190701,1
17821-special,20190701,1
18933-special,20190701,1
18935-special,20190701,1
17019-special,20190701,1
18853-special,20190701,1
18225-special,20190701,1
17486-special,20190701,1
19153-special,20190701,1
18991-special,20190701,1
17031-special,20190701,1
17599-special,20190701,1
18189-special,20190701,1
19067-special,20190701,1
19072-special,20190701,1
18562-special,20190701,1
19009-special,20190701,1
18016-special,20190701,1
18712-special,20190701,1
18082-special,20190701,1
17005-special,20190701,1
17596-special,20190701,1
18599-special,20190701,1
17348-special,20190701,1
18058-special,20190701,1
18158-special,20190701,1
17863-special,20190701,1
17393-special,20190701,1
17539-special,20190701,1
18326-special,20190701,1
17869-special,20190701,1
19253-special,20190701,1
17558-special,20190701,1
19233-special,20190701,1
18707-special,20190701,1
18535-special,20190701,1
18748-special,20190701,1
17826-special,20190701,1
17965-special,20190701,1
17100-special,20190701,1
18967-special,20190701,1
17671-special,20190701,1
17880-special,20190701,1
19097-special,20190701,1
19173-special,20190701,1
17484-special,20190701,1
19194-special,20190701,1
17508-special,20190701,1
17398-special,20190701,1
18726-special,20190701,1
17291-special,20190701,1
19317-special,20190701,1
19123-special,20190701,1
18301-special,20190701,1
18036-special,20190701,1
17956-special,20190701,1
18837-special,20190701,1
16976-special,20190701,1
16974-special,20190701,1
19119-special,20190701,1
19113-special,20190701,1
19321-special,20190701,1
18768-special,20190701,1
19164-special,20190701,1
18151-special,20190701,1
17051-special,20190701,1
19191-special,20190701,1
17322-special,20190701,1
17530-special,20190701,1
18437-special,20190701,1
18747-special,20190701,1
17513-special,20190701,1
18120-special,20190701,1
18739-special,20190701,1
17194-special,20190701,1
19220-special,20190701,1
17740-special,20190701,1
18754-special,20190701,1
18522-special,20190701,1
17569-special,20190701,1
17337-special,20190701,1
18744-special,20190701,1
19252-special,20190701,1
17602-special,20190701,1
17593-special,20190701,1
18142-special,20190701,1
17737-special,20190701,1
17209-special,20190701,1
17355-special,20190701,1
17014-special,20190701,1
18983-special,20190701,1
19256-special,20190701,1
18539-special,20190701,1
17818-special,20190701,1
19291-special,20190701,1
17713-special,20190701,1
17153-special,20190701,1
17473-special,20190701,1
19032-special,20190701,1
18993-special,20190701,1
17186-special,20190701,1
18241-special,20190701,1
17439-special,20190701,1
17769-special,20190701,1
17934-special,20190701,1
17607-special,20190701,1
17707-special,20190701,1
18372-special,20190701,1
17124-special,20190701,1
17933-special,20190701,1
18810-special,20190701,1
17495-special,20190701,1
17928-special,20190701,1
17922-special,20190701,1
18465-special,20190701,1
19298-special,20190701,1
18181-special,20190701,1
17119-special,20190701,1
17943-special,20190701,1
17813-special,20190701,1
17098-special,20190701,1
18368-special,20190701,1
19031-special,20190701,1
18501-special,20190701,1
17390-special,20190701,1
19297-special,20190701,1
18866-special,20190701,1
17781-special,20190701,1
17061-special,20190701,1
18441-special,20190701,1
18528-special,20190701,1
16961-special,20190701,1
18345-special,20190701,1
18589-special,20190701,1
17426-special,20190701,1
17089-special,20190701,1
19045-special,20190701,1
17430-special,20190701,1
17986-special,20190701,1
18665-special,20190701,1
18660-special,20190701,1
18499-special,20190701,1
18157-special,20190701,1
17123-special,20190701,1
18325-special,20190701,1
17648-special,20190701,1
19019-special,20190701,1
16992-special,20190701,1
17843-special,20190701,1
18256-special,20190701,1
19313-special,20190701,1
17184-special,20190701,1
18643-special,20190701,1
17620-special,20190701,1
18992-special,20190701,1
18777-special,20190701,1
17794-special,20190701,1
17927-special,20190701,1
18543-special,20190701,1
18914-special,20190701,1
18312-special,20190701,1
17672-special,20190701,1
18685-special,20190701,1
17012-special,20190701,1
18683-special,20190701,1
18605-special,20190701,1
18996-special,20190701,1
18656-special,20190701,1
18951-special,20190701,1
18404-special,20190701,1
18749-special,20190701,1
18905-special,20190701,1
17453-special,20190701,1
18977-special,20190701,1
17068-special,20190701,1
18772-special,20190701,1
18735-special,20190701,1
19221-special,20190701,1
18793-special,20190701,1
18795-special,20190701,1
17201-special,20190701,1
17844-special,20190701,1
16972-special,20190701,1
18085-special,20190701,1
17043-special,20190701,1
18759-special,20190701,1
18731-special,20190701,1
18958-special,20190701,1
19287-special,20190701,1
17612-special,20190701,1
19292-special,20190701,1
18610-special,20190701,1
17377-special,20190701,1
17203-special,20190701,1
18609-special,20190701,1
18407-special,20190701,1
18957-special,20190701,1
18287-special,20190701,1
17947-special,20190701,1
19000-special,20190701,1
17133-special,20190701,1
17868-special,20190701,1
18146-special,20190701,1
17892-special,20190701,1
17586-special,20190701,1
17299-special,20190701,1
19184-special,20190701,1
17680-special,20190701,1
17642-special,20190701,1
18574-special,20190701,1
18867-special,20190701,1
18285-special,20190701,1
17760-special,20190701,1
17511-special,20190701,1
18505-special,20190701,1
17829-special,20190701,1
17143-special,20190701,1
19277-special,20190701,1
17861-special,20190701,1
18577-special,20190701,1
19334-special,20190701,1
17972-special,20190701,1
17833-special,20190701,1
17284-special,20190701,1
18270-special,20190701,1
16951-special,20190701,1
19157-special,20190701,1
17071-special,20190701,1
19038-special,20190701,1
17258-special,20190701,1
18299-special,20190701,1
17397-special,20190701,1
19066-special,20190701,1
17520-special,20190701,1
19060-special,20190701,1
17244-special,20190701,1
19112-special,20190701,1
18652-special,20190701,1
17413-special,20190701,1
18906-special,20190701,1
17206-special,20190701,1
19130-special,20190701,1
17578-special,20190701,1
17340-special,20190701,1
19331-special,20190701,1
17182-special,20190701,1
18257-special,20190701,1
19004-special,20190701,1
18657-special,20190701,1
17001-special,20190701,1
18382-special,20190701,1
18595-special,20190701,1
18339-special,20190701,1
17812-special,20190701,1
18833-special,20190701,1
17197-special,20190701,1
16999-special,20190701,1
18947-special,20190701,1
18952-special,20190701,1
19095-special,20190701,1
18929-special,20190701,1
18318-special,20190701,1
17274-special,20190701,1
17610-special,20190701,1
19114-special,20190701,1
18051-special,20190701,1
17222-special,20190701,1
19121-special,20190701,1
17692-special,20190701,1
17957-special,20190701,1
17955-special,20190701,1
18399-special,20190701,1
19029-special,20190701,1
17733-special,20190701,1
19002-special,20190701,1
17785-special,20190701,1
18733-special,20190701,1
18753-special,20190701,1
18474-special,20190701,1
18471-special,20190701,1
18360-special,20190701,1
17467-special,20190701,1
18112-special,20190701,1
17240-special,20190701,1
17744-special,20190701,1
18874-special,20190701,1
18367-special,20190701,1
18376-special,20190701,1
18265-special,20190701,1
18205-special,20190701,1
18492-special,20190701,1
18813-special,20190701,1
19352-special,20190701,1
19008-special,20190701,1
18566-special,20190701,1
17858-special,20190701,1
17779-special,20190701,1
18882-special,20190701,1
18027-special,20190701,1
18108-special,20190701,1
17487-special,20190701,1
18637-special,20190701,1
16959-special,20190701,1
18495-special,20190701,1
18843-special,20190701,1
18288-special,20190701,1
17391-special,20190701,1
18294-special,20190701,1
17280-special,20190701,1
18686-special,20190701,1
18454-special,20190701,1
18221-special,20190701,1
18388-special,20190701,1
18879-special,20190701,1
17265-special,20190701,1
18125-special,20190701,1
17059-special,20190701,1
18329-special,20190701,1
17246-special,20190701,1
18873-special,20190701,1
18601-special,20190701,1
18804-special,20190701,1
18197-special,20190701,1
16980-special,20190701,1
18192-special,20190701,1
18563-special,20190701,1
18901-special,20190701,1
17743-special,20190701,1
19218-special,20190701,1
18145-special,20190701,1
16953-special,20190701,1
17231-special,20190701,1
19083-special,20190701,1
18314-special,20190701,1
18740-special,20190701,1
18508-special,20190701,1
18175-special,20190701,1
17116-special,20190701,1
16963-special,20190701,1
18732-special,20190701,1
19162-special,20190701,1
19111-special,20190701,1
18467-special,20190701,1
18373-special,20190701,1
18458-special,20190701,1
18172-special,20190701,1
17140-special,20190701,1
17469-special,20190701,1
17234-special,20190701,1
18040-special,20190701,1
17966-special,20190701,1
17455-special,20190701,1
17837-special,20190701,1
18264-special,20190701,1
17635-special,20190701,1
17761-special,20190701,1
19314-special,20190701,1
18642-special,20190701,1
17987-special,20190701,1
17981-special,20190701,1
19076-special,20190701,1
17571-special,20190701,1
19035-special,20190701,1
17219-special,20190701,1
18578-special,20190701,1
18892-special,20190701,1
17300-special,20190701,1
17660-special,20190701,1
18267-special,20190701,1
19188-special,20190701,1
18596-special,20190701,1
18640-special,20190701,1
18159-special,20190701,1
19065-special,20190701,1
17617-special,20190701,1
17788-special,20190701,1
18315-special,20190701,1
17260-special,20190701,1
17753-special,20190701,1
19005-special,20190701,1
18965-special,20190701,1
18072-special,20190701,1
17079-special,20190701,1
19324-special,20190701,1
17172-special,20190701,1
16986-special,20190701,1
18687-special,20190701,1
17676-special,20190701,1
19059-special,20190701,1
18025-special,20190701,1
18939-special,20190701,1
18308-special,20190701,1
17279-special,20190701,1
17521-special,20190701,1
17953-special,20190701,1
17003-special,20190701,1
18633-special,20190701,1
18015-special,20190701,1
17723-special,20190701,1
17009-special,20190701,1
18900-special,20190701,1
19240-special,20190701,1
16969-special,20190701,1
18007-special,20190701,1
17064-special,20190701,1
17758-special,20190701,1
17052-special,20190701,1
19247-special,20190701,1
18039-special,20190701,1
17137-special,20190701,1
19286-special,20190701,1
19280-special,20190701,1
17396-special,20190701,1
19206-special,20190701,1
17213-special,20190701,1
18722-special,20190701,1
17226-special,20190701,1
19151-special,20190701,1
17241-special,20190701,1
19308-special,20190701,1
18502-special,20190701,1
17476-special,20190701,1
17918-special,20190701,1
17044-special,20190701,1
17805-special,20190701,1
18741-special,20190701,1
18644-special,20190701,1
18165-special,20190701,1
17515-special,20190701,1
17597-special,20190701,1
17840-special,20190701,1
18403-special,20190701,1
19028-special,20190701,1
17273-special,20190701,1
18335-special,20190701,1
17251-special,20190701,1
19007-special,20190701,1
18381-special,20190701,1
17239-special,20190701,1
