service_id,date,exception_type
17790-special,20190701,1
19275-special,20190701,1
18789-special,20190701,1
18178-special,20190701,1
17930-special,20190701,1
18067-special,20190701,1
17094-special,20190701,1
19152-special,20190701,1
18444-special,20190701,1
17236-special,20190701,1
17164-special,20190701,1
18920-special,20190701,1
18425-special,20190701,1
17814-special,20190701,1
17688-special,20190701,1
18450-special,20190701,1
19082-special,20190701,1
19108-special,20190701,1
17327-special,20190701,1
18214-special,20190701,1
17216-special,20190701,1
18211-special,20190701,1
18100-special,20190701,1
17795-special,20190701,1
18074-special,20190701,1
17512-special,20190701,1
17834-special,20190701,1
19064-special,20190701,1
17809-special,20190701,1
19180-special,20190701,1
17564-special,20190701,1
19215-special,20190701,1
18107-special,20190701,1
17264-special,20190701,1
18573-special,20190701,1
18409-special,20190701,1
18116-special,20190701,1
18717-special,20190701,1
17243-special,20190701,1
18980-special,20190701,1
18614-special,20190701,1
17039-special,20190701,1
19182-special,20190701,1
17088-special,20190701,1
18525-special,20190701,1
17492-special,20190701,1
18918-special,20190701,1
17750-special,20190701,1
18987-special,20190701,1
18028-special,20190701,1
18946-special,20190701,1
17131-special,20190701,1
18940-special,20190701,1
19210-special,20190701,1
17060-special,20190701,1
18234-special,20190701,1
18081-special,20190701,1
18699-special,20190701,1
18872-special,20190701,1
17085-special,20190701,1
18284-special,20190701,1
18149-special,20190701,1
18693-special,20190701,1
18277-special,20190701,1
18836-special,20190701,1
17570-special,20190701,1
18493-special,20190701,1
19139-special,20190701,1
18850-special,20190701,1
18420-special,20190701,1
18059-special,20190701,1
18611-special,20190701,1
18304-special,20190701,1
18924-special,20190701,1
18378-special,20190701,1
17344-special,20190701,1
18336-special,20190701,1
18468-special,20190701,1
19263-special,20190701,1
17989-special,20190701,1
19056-special,20190701,1
18300-special,20190701,1
17776-special,20190701,1
18547-special,20190701,1
18207-special,20190701,1
18113-special,20190701,1
18183-special,20190701,1
17346-special,20190701,1
18238-special,20190701,1
17938-special,20190701,1
17720-special,20190701,1
17493-special,20190701,1
17859-special,20190701,1
17559-special,20190701,1
18841-special,20190701,1
19145-special,20190701,1
18043-special,20190701,1
17524-special,20190701,1
18909-special,20190701,1
17325-special,20190701,1
18003-special,20190701,1
18922-special,20190701,1
17107-special,20190701,1
16970-special,20190701,1
18174-special,20190701,1
19187-special,20190701,1
17903-special,20190701,1
17668-special,20190701,1
19001-special,20190701,1
17148-special,20190701,1
17846-special,20190701,1
17932-special,20190701,1
19296-special,20190701,1
17027-special,20190701,1
19051-special,20190701,1
17867-special,20190701,1
17606-special,20190701,1
17674-special,20190701,1
18440-special,20190701,1
17924-special,20190701,1
17532-special,20190701,1
19036-special,20190701,1
18672-special,20190701,1
17964-special,20190701,1
18928-special,20190701,1
19091-special,20190701,1
17914-special,20190701,1
17697-special,20190701,1
17683-special,20190701,1
17400-special,20190701,1
19328-special,20190701,1
19044-special,20190701,1
17948-special,20190701,1
19163-special,20190701,1
19165-special,20190701,1
19285-special,20190701,1
17853-special,20190701,1
17309-special,20190701,1
19237-special,20190701,1
17080-special,20190701,1
16956-special,20190701,1
19016-special,20190701,1
19202-special,20190701,1
18559-special,20190701,1
18056-special,20190701,1
17615-special,20190701,1
17658-special,20190701,1
17712-special,20190701,1
19094-special,20190701,1
17245-special,20190701,1
18885-special,20190701,1
18572-special,20190701,1
19141-special,20190701,1
19248-special,20190701,1
18778-special,20190701,1
17416-special,20190701,1
18799-special,20190701,1
18168-special,20190701,1
17099-special,20190701,1
17248-special,20190701,1
17556-special,20190701,1
17553-special,20190701,1
18802-special,20190701,1
19127-special,20190701,1
18871-special,20190701,1
19258-special,20190701,1
17481-special,20190701,1
18584-special,20190701,1
17317-special,20190701,1
17757-special,20190701,1
19169-special,20190701,1
17548-special,20190701,1
19219-special,20190701,1
18047-special,20190701,1
17056-special,20190701,1
19147-special,20190701,1
18302-special,20190701,1
18634-special,20190701,1
19241-special,20190701,1
19232-special,20190701,1
17871-special,20190701,1
17780-special,20190701,1
18344-special,20190701,1
18031-special,20190701,1
17905-special,20190701,1
17007-special,20190701,1
18592-special,20190701,1
17522-special,20190701,1
18956-special,20190701,1
19196-special,20190701,1
18068-special,20190701,1
18263-special,20190701,1
19069-special,20190701,1
17093-special,20190701,1
17884-special,20190701,1
18155-special,20190701,1
17801-special,20190701,1
17995-special,20190701,1
17144-special,20190701,1
18400-special,20190701,1
18463-special,20190701,1
17628-special,20190701,1
18364-special,20190701,1
17631-special,20190701,1
18008-special,20190701,1
18224-special,20190701,1
17295-special,20190701,1
17587-special,20190701,1
18887-special,20190701,1
17343-special,20190701,1
19193-special,20190701,1
16988-special,20190701,1
18945-special,20190701,1
17704-special,20190701,1
18780-special,20190701,1
18536-special,20190701,1
17360-special,20190701,1
18020-special,20190701,1
17838-special,20190701,1
18230-special,20190701,1
18925-special,20190701,1
19262-special,20190701,1
18988-special,20190701,1
18604-special,20190701,1
18466-special,20190701,1
18012-special,20190701,1
17302-special,20190701,1
17000-special,20190701,1
18000-special,20190701,1
19284-special,20190701,1
18979-special,20190701,1
19320-special,20190701,1
17036-special,20190701,1
17352-special,20190701,1
16965-special,20190701,1
17084-special,20190701,1
18760-special,20190701,1
18046-special,20190701,1
17101-special,20190701,1
18720-special,20190701,1
17803-special,20190701,1
17505-special,20190701,1
18765-special,20190701,1
18651-special,20190701,1
17804-special,20190701,1
18998-special,20190701,1
19322-special,20190701,1
18385-special,20190701,1
18055-special,20190701,1
17531-special,20190701,1
17751-special,20190701,1
17605-special,20190701,1
18766-special,20190701,1
18655-special,20190701,1
17574-special,20190701,1
18692-special,20190701,1
17910-special,20190701,1
18523-special,20190701,1
18628-special,20190701,1
17026-special,20190701,1
18981-special,20190701,1
18240-special,20190701,1
17328-special,20190701,1
17417-special,20190701,1
18164-special,20190701,1
17249-special,20190701,1
18784-special,20190701,1
16996-special,20190701,1
18118-special,20190701,1
17483-special,20190701,1
17329-special,20190701,1
17472-special,20190701,1
18066-special,20190701,1
19115-special,20190701,1
18208-special,20190701,1
17421-special,20190701,1
17654-special,20190701,1
17496-special,20190701,1
18908-special,20190701,1
18927-special,20190701,1
18160-special,20190701,1
18481-special,20190701,1
18715-special,20190701,1
17544-special,20190701,1
17375-special,20190701,1
17470-special,20190701,1
18276-special,20190701,1
18098-special,20190701,1
18520-special,20190701,1
18694-special,20190701,1
17447-special,20190701,1
17939-special,20190701,1
19160-special,20190701,1
17374-special,20190701,1
17365-special,20190701,1
17076-special,20190701,1
17185-special,20190701,1
18782-special,20190701,1
19140-special,20190701,1
17767-special,20190701,1
18868-special,20190701,1
19327-special,20190701,1
19128-special,20190701,1
18357-special,20190701,1
17156-special,20190701,1
17728-special,20190701,1
18569-special,20190701,1
18944-special,20190701,1
19138-special,20190701,1
18366-special,20190701,1
18775-special,20190701,1
17151-special,20190701,1
16958-special,20190701,1
17146-special,20190701,1
18220-special,20190701,1
18370-special,20190701,1
19172-special,20190701,1
18788-special,20190701,1
19271-special,20190701,1
18348-special,20190701,1
17161-special,20190701,1
17171-special,20190701,1
18156-special,20190701,1
17292-special,20190701,1
18770-special,20190701,1
19343-special,20190701,1
18898-special,20190701,1
17277-special,20190701,1
17816-special,20190701,1
19017-special,20190701,1
17687-special,20190701,1
17639-special,20190701,1
17951-special,20190701,1
18447-special,20190701,1
17475-special,20190701,1
18859-special,20190701,1
17438-special,20190701,1
17223-special,20190701,1
19274-special,20190701,1
17940-special,20190701,1
17179-special,20190701,1
17670-special,20190701,1
17724-special,20190701,1
18703-special,20190701,1
18976-special,20190701,1
17310-special,20190701,1
18590-special,20190701,1
17336-special,20190701,1
19142-special,20190701,1
17640-special,20190701,1
17608-special,20190701,1
18691-special,20190701,1
18659-special,20190701,1
17149-special,20190701,1
18324-special,20190701,1
17647-special,20190701,1
19011-special,20190701,1
19046-special,20190701,1
17693-special,20190701,1
18825-special,20190701,1
17852-special,20190701,1
17850-special,20190701,1
19304-special,20190701,1
17937-special,20190701,1
18162-special,20190701,1
18455-special,20190701,1
18124-special,20190701,1
17038-special,20190701,1
17923-special,20190701,1
18921-special,20190701,1
18351-special,20190701,1
17677-special,20190701,1
17913-special,20190701,1
19161-special,20190701,1
18332-special,20190701,1
19055-special,20190701,1
17627-special,20190701,1
19336-special,20190701,1
18971-special,20190701,1
17361-special,20190701,1
19289-special,20190701,1
18035-special,20190701,1
18678-special,20190701,1
17887-special,20190701,1
18916-special,20190701,1
19257-special,20190701,1
18203-special,20190701,1
17448-special,20190701,1
18104-special,20190701,1
18428-special,20190701,1
17103-special,20190701,1
18529-special,20190701,1
18084-special,20190701,1
17075-special,20190701,1
18608-special,20190701,1
18964-special,20190701,1
18803-special,20190701,1
17294-special,20190701,1
18805-special,20190701,1
19333-special,20190701,1
17165-special,20190701,1
18551-special,20190701,1
19168-special,20190701,1
17442-special,20190701,1
18757-special,20190701,1
18338-special,20190701,1
18936-special,20190701,1
18762-special,20190701,1
18785-special,20190701,1
19084-special,20190701,1
18439-special,20190701,1
17655-special,20190701,1
19178-special,20190701,1
18728-special,20190701,1
18206-special,20190701,1
18779-special,20190701,1
18821-special,20190701,1
17460-special,20190701,1
19131-special,20190701,1
18163-special,20190701,1
18847-special,20190701,1
19014-special,20190701,1
18544-special,20190701,1
17011-special,20190701,1
19216-special,20190701,1
18030-special,20190701,1
18738-special,20190701,1
17138-special,20190701,1
17465-special,20190701,1
18809-special,20190701,1
17634-special,20190701,1
18167-special,20190701,1
17585-special,20190701,1
17845-special,20190701,1
19301-special,20190701,1
17667-special,20190701,1
18650-special,20190701,1
18516-special,20190701,1
17876-special,20190701,1
18531-special,20190701,1
18383-special,20190701,1
17358-special,20190701,1
17576-special,20190701,1
18721-special,20190701,1
18752-special,20190701,1
19144-special,20190701,1
17287-special,20190701,1
18538-special,20190701,1
17808-special,20190701,1
17784-special,20190701,1
18564-special,20190701,1
17434-special,20190701,1
19136-special,20190701,1
17962-special,20190701,1
19149-special,20190701,1
18949-special,20190701,1
17994-special,20190701,1
17618-special,20190701,1
16984-special,20190701,1
18787-special,20190701,1
19155-special,20190701,1
18997-special,20190701,1
18096-special,20190701,1
17263-special,20190701,1
18295-special,20190701,1
17786-special,20190701,1
18380-special,20190701,1
19109-special,20190701,1
18546-special,20190701,1
18561-special,20190701,1
17970-special,20190701,1
19199-special,20190701,1
19310-special,20190701,1
17446-special,20190701,1
17528-special,20190701,1
19347-special,20190701,1
18702-special,20190701,1
18688-special,20190701,1
17202-special,20190701,1
18137-special,20190701,1
17207-special,20190701,1
17736-special,20190701,1
19207-special,20190701,1
17308-special,20190701,1
17338-special,20190701,1
19053-special,20190701,1
17535-special,20190701,1
18600-special,20190701,1
18106-special,20190701,1
17731-special,20190701,1
17305-special,20190701,1
17856-special,20190701,1
17237-special,20190701,1
17726-special,20190701,1
18080-special,20190701,1
18110-special,20190701,1
17228-special,20190701,1
17319-special,20190701,1
17359-special,20190701,1
17555-special,20190701,1
18128-special,20190701,1
17701-special,20190701,1
18602-special,20190701,1
17711-special,20190701,1
17072-special,20190701,1
17388-special,20190701,1
17097-special,20190701,1
18513-special,20190701,1
18060-special,20190701,1
18579-special,20190701,1
17175-special,20190701,1
17459-special,20190701,1
18199-special,20190701,1
17320-special,20190701,1
18227-special,20190701,1
17783-special,20190701,1
19315-special,20190701,1
17815-special,20190701,1
17629-special,20190701,1
17527-special,20190701,1
16997-special,20190701,1
17719-special,20190701,1
17142-special,20190701,1
18875-special,20190701,1
18524-special,20190701,1
19305-special,20190701,1
18330-special,20190701,1
17456-special,20190701,1
18076-special,20190701,1
17944-special,20190701,1
17196-special,20190701,1
16993-special,20190701,1
17729-special,20190701,1
17616-special,20190701,1
17875-special,20190701,1
18347-special,20190701,1
18144-special,20190701,1
17664-special,20190701,1
18459-special,20190701,1
16971-special,20190701,1
18822-special,20190701,1
18800-special,20190701,1
17047-special,20190701,1
18393-special,20190701,1
18506-special,20190701,1
18363-special,20190701,1
17015-special,20190701,1
17747-special,20190701,1
18555-special,20190701,1
17218-special,20190701,1
18820-special,20190701,1
17423-special,20190701,1
18607-special,20190701,1
18848-special,20190701,1
18319-special,20190701,1
17381-special,20190701,1
18235-special,20190701,1
18377-special,20190701,1
18781-special,20190701,1
18568-special,20190701,1
18131-special,20190701,1
19148-special,20190701,1
18305-special,20190701,1
17145-special,20190701,1
17130-special,20190701,1
18594-special,20190701,1
18858-special,20190701,1
18152-special,20190701,1
17427-special,20190701,1
17111-special,20190701,1
17678-special,20190701,1
18812-special,20190701,1
19100-special,20190701,1
18186-special,20190701,1
17603-special,20190701,1
18711-special,20190701,1
18091-special,20190701,1
17392-special,20190701,1
19195-special,20190701,1
17941-special,20190701,1
17646-special,20190701,1
18248-special,20190701,1
17763-special,20190701,1
18389-special,20190701,1
17557-special,20190701,1
16987-special,20190701,1
17074-special,20190701,1
17705-special,20190701,1
17979-special,20190701,1
18663-special,20190701,1
18937-special,20190701,1
19006-special,20190701,1
17457-special,20190701,1
18796-special,20190701,1
19264-special,20190701,1
18259-special,20190701,1
17435-special,20190701,1
19074-special,20190701,1
18503-special,20190701,1
18714-special,20190701,1
17304-special,20190701,1
18397-special,20190701,1
18593-special,20190701,1
17560-special,20190701,1
17227-special,20190701,1
18895-special,20190701,1
17792-special,20190701,1
18517-special,20190701,1
17255-special,20190701,1
18534-special,20190701,1
19319-special,20190701,1
17351-special,20190701,1
17802-special,20190701,1
17225-special,20190701,1
17883-special,20190701,1
18063-special,20190701,1
18931-special,20190701,1
17454-special,20190701,1
17797-special,20190701,1
17106-special,20190701,1
18966-special,20190701,1
19026-special,20190701,1
19158-special,20190701,1
18521-special,20190701,1
17407-special,20190701,1
18624-special,20190701,1
17242-special,20190701,1
18391-special,20190701,1
16991-special,20190701,1
17020-special,20190701,1
17864-special,20190701,1
17824-special,20190701,1
16957-special,20190701,1
17067-special,20190701,1
17387-special,20190701,1
18398-special,20190701,1
17462-special,20190701,1
17480-special,20190701,1
18451-special,20190701,1
17877-special,20190701,1
18975-special,20190701,1
17159-special,20190701,1
17289-special,20190701,1
17491-special,20190701,1
17807-special,20190701,1
17169-special,20190701,1
17283-special,20190701,1
16978-special,20190701,1
17370-special,20190701,1
18737-special,20190701,1
17847-special,20190701,1
17998-special,20190701,1
17695-special,20190701,1
17083-special,20190701,1
17819-special,20190701,1
17601-special,20190701,1
18453-special,20190701,1
17152-special,20190701,1
17272-special,20190701,1
18093-special,20190701,1
18075-special,20190701,1
17848-special,20190701,1
17663-special,20190701,1
18613-special,20190701,1
17600-special,20190701,1
18558-special,20190701,1
19339-special,20190701,1
18808-special,20190701,1
17314-special,20190701,1
18583-special,20190701,1
18818-special,20190701,1
17552-special,20190701,1
17595-special,20190701,1
18734-special,20190701,1
17008-special,20190701,1
2_merged_61271,20190419,1
2_merged_61271,20190520,1
2_merged_61273,20190805,2
2_merged_61273,20190701,2
19022-special,20190701,1
17016-special,20190701,1
17978-special,20190701,1
18269-special,20190701,1
18310-special,20190701,1
19018-special,20190701,1
18851-special,20190701,1
17907-special,20190701,1
16990-special,20190701,1
19040-special,20190701,1
18934-special,20190701,1
18776-special,20190701,1
17286-special,20190701,1
17230-special,20190701,1
18834-special,20190701,1
19080-special,20190701,1
17835-special,20190701,1
17212-special,20190701,1
18408-special,20190701,1
17326-special,20190701,1
18723-special,20190701,1
17550-special,20190701,1
16994-special,20190701,1
18052-special,20190701,1
17128-special,20190701,1
18414-special,20190701,1
17971-special,20190701,1
17973-special,20190701,1
18621-special,20190701,1
16989-special,20190701,1
17715-special,20190701,1
19024-special,20190701,1
17180-special,20190701,1
18087-special,20190701,1
17229-special,20190701,1
18456-special,20190701,1
17301-special,20190701,1
18021-special,20190701,1
17449-special,20190701,1
18824-special,20190701,1
18303-special,20190701,1
17822-special,20190701,1
17722-special,20190701,1
18695-special,20190701,1
19132-special,20190701,1
19093-special,20190701,1
18856-special,20190701,1
18384-special,20190701,1
18829-special,20190701,1
18150-special,20190701,1
18527-special,20190701,1
18540-special,20190701,1
18290-special,20190701,1
17898-special,20190701,1
18069-special,20190701,1
17572-special,20190701,1
18127-special,20190701,1
17468-special,20190701,1
18424-special,20190701,1
17404-special,20190701,1
18239-special,20190701,1
18869-special,20190701,1
18064-special,20190701,1
17665-special,20190701,1
19096-special,20190701,1
18616-special,20190701,1
18472-special,20190701,1
18045-special,20190701,1
18630-special,20190701,1
18103-special,20190701,1
17429-special,20190701,1
18343-special,20190701,1
17268-special,20190701,1
18667-special,20190701,1
18396-special,20190701,1
16966-special,20190701,1
18179-special,20190701,1
17121-special,20190701,1
18767-special,20190701,1
18545-special,20190701,1
18117-special,20190701,1
18410-special,20190701,1
17261-special,20190701,1
17725-special,20190701,1
18973-special,20190701,1
18334-special,20190701,1
19203-special,20190701,1
17150-special,20190701,1
18245-special,20190701,1
17771-special,20190701,1
17537-special,20190701,1
17276-special,20190701,1
17418-special,20190701,1
18293-special,20190701,1
17262-special,20190701,1
17583-special,20190701,1
18489-special,20190701,1
17132-special,20190701,1
19335-special,20190701,1
18309-special,20190701,1
19201-special,20190701,1
18915-special,20190701,1
18580-special,20190701,1
17950-special,20190701,1
17568-special,20190701,1
18094-special,20190701,1
18191-special,20190701,1
16973-special,20190701,1
18011-special,20190701,1
18307-special,20190701,1
17988-special,20190701,1
18797-special,20190701,1
18435-special,20190701,1
18289-special,20190701,1
18416-special,20190701,1
17982-special,20190701,1
17653-special,20190701,1
18041-special,20190701,1
19294-special,20190701,1
17997-special,20190701,1
19183-special,20190701,1
18635-special,20190701,1
19186-special,20190701,1
17694-special,20190701,1
18333-special,20190701,1
17032-special,20190701,1
19010-special,20190701,1
18675-special,20190701,1
18461-special,20190701,1
18625-special,20190701,1
18394-special,20190701,1
17256-special,20190701,1
18184-special,20190701,1
17366-special,20190701,1
16998-special,20190701,1
17904-special,20190701,1
18791-special,20190701,1
18062-special,20190701,1
18053-special,20190701,1
18464-special,20190701,1
18831-special,20190701,1
17766-special,20190701,1
19050-special,20190701,1
17739-special,20190701,1
17409-special,20190701,1
17349-special,20190701,1
19088-special,20190701,1
17885-special,20190701,1
17798-special,20190701,1
19023-special,20190701,1
18647-special,20190701,1
19204-special,20190701,1
17347-special,20190701,1
18018-special,20190701,1
17614-special,20190701,1
17053-special,20190701,1
19342-special,20190701,1
17127-special,20190701,1
18828-special,20190701,1
19134-special,20190701,1
17395-special,20190701,1
19075-special,20190701,1
16983-special,20190701,1
19073-special,20190701,1
18231-special,20190701,1
18497-special,20190701,1
17054-special,20190701,1
17975-special,20190701,1
17069-special,20190701,1
19101-special,20190701,1
18449-special,20190701,1
18033-special,20190701,1
17709-special,20190701,1
17063-special,20190701,1
19037-special,20190701,1
18860-special,20190701,1
17637-special,20190701,1
18567-special,20190701,1
19249-special,20190701,1
19214-special,20190701,1
17042-special,20190701,1
18233-special,20190701,1
17732-special,20190701,1
19236-special,20190701,1
17886-special,20190701,1
17092-special,20190701,1
17630-special,20190701,1
17403-special,20190701,1
19125-special,20190701,1
18430-special,20190701,1
18323-special,20190701,1
18926-special,20190701,1
18704-special,20190701,1
17854-special,20190701,1
17489-special,20190701,1
18954-special,20190701,1
17936-special,20190701,1
17561-special,20190701,1
18827-special,20190701,1
17533-special,20190701,1
18170-special,20190701,1
18429-special,20190701,1
17215-special,20190701,1
18353-special,20190701,1
17959-special,20190701,1
19021-special,20190701,1
18639-special,20190701,1
17565-special,20190701,1
17799-special,20190701,1
18794-special,20190701,1
17372-special,20190701,1
17066-special,20190701,1
17828-special,20190701,1
18328-special,20190701,1
19260-special,20190701,1
18282-special,20190701,1
18001-special,20190701,1
18268-special,20190701,1
17613-special,20190701,1
18587-special,20190701,1
17389-special,20190701,1
17028-special,20190701,1
17748-special,20190701,1
18274-special,20190701,1
18838-special,20190701,1
18443-special,20190701,1
19223-special,20190701,1
17872-special,20190701,1
17424-special,20190701,1
18476-special,20190701,1
19156-special,20190701,1
18411-special,20190701,1
18236-special,20190701,1
18989-special,20190701,1
18550-special,20190701,1
17800-special,20190701,1
18392-special,20190701,1
17534-special,20190701,1
17594-special,20190701,1
18071-special,20190701,1
17592-special,20190701,1
17502-special,20190701,1
19273-special,20190701,1
18423-special,20190701,1
16979-special,20190701,1
19176-special,20190701,1
18292-special,20190701,1
18401-special,20190701,1
17643-special,20190701,1
18469-special,20190701,1
18387-special,20190701,1
17549-special,20190701,1
17024-special,20190701,1
18244-special,20190701,1
18099-special,20190701,1
18689-special,20190701,1
17405-special,20190701,1
19276-special,20190701,1
17046-special,20190701,1
19085-special,20190701,1
18212-special,20190701,1
18619-special,20190701,1
17920-special,20190701,1
17891-special,20190701,1
17378-special,20190701,1
19143-special,20190701,1
18283-special,20190701,1
18123-special,20190701,1
17048-special,20190701,1
18195-special,20190701,1
19099-special,20190701,1
19117-special,20190701,1
17499-special,20190701,1
18446-special,20190701,1
17741-special,20190701,1
18902-special,20190701,1
17081-special,20190701,1
17623-special,20190701,1
18154-special,20190701,1
17638-special,20190701,1
17730-special,20190701,1
18486-special,20190701,1
19245-special,20190701,1
18938-special,20190701,1
18434-special,20190701,1
17096-special,20190701,1
17332-special,20190701,1
18262-special,20190701,1
18413-special,20190701,1
17082-special,20190701,1
18960-special,20190701,1
19302-special,20190701,1
17752-special,20190701,1
18169-special,20190701,1
17494-special,20190701,1
18320-special,20190701,1
18581-special,20190701,1
17577-special,20190701,1
18646-special,20190701,1
18645-special,20190701,1
18271-special,20190701,1
19226-special,20190701,1
17983-special,20190701,1
18255-special,20190701,1
18029-special,20190701,1
18904-special,20190701,1
17567-special,20190701,1
17433-special,20190701,1
18496-special,20190701,1
17271-special,20190701,1
18832-special,20190701,1
17961-special,20190701,1
19323-special,20190701,1
17929-special,20190701,1
19326-special,20190701,1
17682-special,20190701,1
17529-special,20190701,1
19027-special,20190701,1
17162-special,20190701,1
17895-special,20190701,1
18153-special,20190701,1
18852-special,20190701,1
18201-special,20190701,1
17685-special,20190701,1
17485-special,20190701,1
17841-special,20190701,1
16981-special,20190701,1
17942-special,20190701,1
17690-special,20190701,1
17811-special,20190701,1
19349-special,20190701,1
18654-special,20190701,1
19098-special,20190701,1
17791-special,20190701,1
19197-special,20190701,1
19239-special,20190701,1
16954-special,20190701,1
17178-special,20190701,1
17311-special,20190701,1
18350-special,20190701,1
17985-special,20190701,1
18204-special,20190701,1
17952-special,20190701,1
17411-special,20190701,1
18910-special,20190701,1
17155-special,20190701,1
17399-special,20190701,1
17893-special,20190701,1
19268-special,20190701,1
19003-special,20190701,1
18171-special,20190701,1
17471-special,20190701,1
19179-special,20190701,1
17136-special,20190701,1
17474-special,20190701,1
17445-special,20190701,1
17135-special,20190701,1
19295-special,20190701,1
19293-special,20190701,1
18763-special,20190701,1
17526-special,20190701,1
18985-special,20190701,1
16982-special,20190701,1
17266-special,20190701,1
19231-special,20190701,1
18229-special,20190701,1
18680-special,20190701,1
17105-special,20190701,1
19052-special,20190701,1
17899-special,20190701,1
17566-special,20190701,1
17509-special,20190701,1
17538-special,20190701,1
18510-special,20190701,1
18615-special,20190701,1
17428-special,20190701,1
17353-special,20190701,1
17546-special,20190701,1
18761-special,20190701,1
17252-special,20190701,1
17912-special,20190701,1
17102-special,20190701,1
18588-special,20190701,1
17547-special,20190701,1
18198-special,20190701,1
17562-special,20190701,1
17444-special,20190701,1
17519-special,20190701,1
18250-special,20190701,1
18143-special,20190701,1
18786-special,20190701,1
17247-special,20190701,1
17636-special,20190701,1
18009-special,20190701,1
18362-special,20190701,1
18415-special,20190701,1
17033-special,20190701,1
17900-special,20190701,1
18930-special,20190701,1
19250-special,20190701,1
18249-special,20190701,1
19222-special,20190701,1
18418-special,20190701,1
18073-special,20190701,1
19159-special,20190701,1
18133-special,20190701,1
18079-special,20190701,1
18889-special,20190701,1
17037-special,20190701,1
17991-special,20190701,1
17980-special,20190701,1
17408-special,20190701,1
18014-special,20190701,1
18148-special,20190701,1
17657-special,20190701,1
18022-special,20190701,1
19318-special,20190701,1
17233-special,20190701,1
18327-special,20190701,1
18849-special,20190701,1
17129-special,20190701,1
17477-special,20190701,1
19124-special,20190701,1
19126-special,20190701,1
18223-special,20190701,1
18970-special,20190701,1
17756-special,20190701,1
18286-special,20190701,1
18216-special,20190701,1
18903-special,20190701,1
19244-special,20190701,1
18764-special,20190701,1
17510-special,20190701,1
18729-special,20190701,1
18662-special,20190701,1
18488-special,20190701,1
18034-special,20190701,1
18044-special,20190701,1
17364-special,20190701,1
18180-special,20190701,1
19351-special,20190701,1
18854-special,20190701,1
18955-special,20190701,1
18953-special,20190701,1
19346-special,20190701,1
17849-special,20190701,1
17882-special,20190701,1
18870-special,20190701,1
18243-special,20190701,1
18861-special,20190701,1
17315-special,20190701,1
17285-special,20190701,1
18917-special,20190701,1
19063-special,20190701,1
17525-special,20190701,1
19175-special,20190701,1
18209-special,20190701,1
17367-special,20190701,1
17644-special,20190701,1
19049-special,20190701,1
16975-special,20190701,1
19058-special,20190701,1
17297-special,20190701,1
19090-special,20190701,1
